,JP_shortTitle,shortTitle,itemId,title,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,TotalCounts
15,,[mint]leica m2 35mm,293191316880,[MINT]Leica M2 35mm Rangefinder Film Camera #4251,1420.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
17,,leica 39mm lmt,143245911991,Rare Tokyo Kogaku Topcor lens 50mm/F3.5 Leica 39mm LMT screw mount,68.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
26,,leica l screw,173983604191,"""Excellent+5"" Canon 50mm F/1.8 Leica L Screw Mount L39 LTM JAPAN #190867",151.99,USD,JP,3323,Lenses,StoreInventory,Used,
30,,leica sf20 shoe,401842391749,【Almost Mint in Box】 Leica SF20 Shoe Mount Flash for Leica from Japan,149.9,USD,JP,48515,Flashes,StoreInventory,Used,
31,,leica mc light,143342303003,【 EXC+++++ 】 Leica MC Light Meter For M2 M3 M4 M4-2 M4-P From Japan #69,79.99,USD,JP,88668,Light Meters,StoreInventory,Used,
43,,leica screw mount,173838296028,Canon L2 Leica Screw Mount 35mm Focal-Plane Shutter Rangefinder RF Camera #87,84.44,USD,JP,15230,Film Cameras,StoreInventory,Used,
49,,leica l39 #18039f5,143182463252,Canon 35mm F/2 Lens for Leica L39 #18039F5,380.0,USD,JP,3323,Lenses,StoreInventory,Used,
50,,leica screw 50mm,193047367736,【EXC+++++!!】 Canon Leica Screw 50mm F/1.8 L mount Lens for Canon 7 from Japan,149.99,USD,JP,3323,Lenses,StoreInventory,Used,
51,,leica z2x silver,293189860628,*Good* Leica Z2X Silver 35mm Point & Shoot Film Camera from Japan #3223,169.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
52,,leica summilux m,233318467377,【FILM TESTED! N MINT】 Leica Summilux M 50mm f/1.4 First & Black Model from JAPAN,4499.99,USD,JP,3323,Lenses,StoreInventory,Used,
55,,leica minilux 40mm,163817265391,【TOP MINT in BOX】 Leica Minilux 40mm f/2.4 Point & Shoot From JAPAN #953,999.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
61,,leica screw mount,163825867091,[Excellent++] Canon 50mm f/1.8 Leica Screw Mount LTM L39 From Japan,98.1,USD,JP,3323,Lenses,StoreInventory,Used,
64,,leica neck strap,223494250628,*Ex++* Genuine LEICA NECK Strap for M8 M4 M6 M2 M3 R9 R8 R7 13678,36.75,USD,JP,64343,Straps & Hand Grips,FixedPrice,Used,
66,,leica m5 early,303253844923,Excellent-!! Leica M5 Early Model Black 35mm Rangefinder Film Camera from Japan,749.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
76,,leica screw mount,163825887620,[Near Mint] Canon model llD Rangefinder Camera Leica Screw Mount From Japan,107.1,USD,JP,15230,Film Cameras,StoreInventory,Used,
87,,leica screw mount,303195092350,Excellent-!! PENTAX SMC L 43mm f/1.9 Special Silver L39 LTM Leica Screw Mount,739.0,USD,JP,3323,Lenses,StoreInventory,Used,
95,,asahi kogaku takumar,143292704227,Asahi Kogaku Takumar 58mm f2.4 f/2.4 for asahi flex #60942,87.0,USD,JP,3323,Lenses,StoreInventory,Used,
1,,smc asahi pentax,143245911965,SMC ASAHI PENTAX M 135mm f/3.5,29.0,USD,JP,3323,Lenses,StoreInventory,Used,
3,,leica m mount,153518436109,Voigtlander SUPER WIDE-HELIAR 15mm f/4.5 Aspherical II Leica M Mount Lens,438.0,USD,JP,3323,Lenses,StoreInventory,Used,
15,,leica screw mount,174002045195,"[Exc] Canon 50mm f/1.8 w/ Metal Hood, Leica Screw Mount LTM L39 from Japan",98.0,USD,JP,3323,Lenses,StoreInventory,Used,
20,,leica mount 6,223539647987,Genuine Canon case for Canon lens 100mm F/3.5 leica mount 6,6.99,USD,JP,107894,"Cases, Bags & Covers",FixedPrice,Used,
21,,leica e 46,163777210854,[Mint] Genuine Leica E 46 E46 UVa 13004 46mm Lens Filter Black from Japan 1263,54.99,USD,JP,15216,Filters,StoreInventory,Used,
24,,leica cl from,173850338875,[EXC+5] Leitz Minolta CL Rangefinder Film Camera Body Leica CL From JAPAN #1147,339.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
28,,leica,143344638612,Voigtlander 15Mm Finder For Wide Lens Leica,103.23,USD,JP,3323,Lenses,FixedPrice,Used,
32,,leica leitz r6.2,133137608768,【 MINT- 】　LEICA LEITZ R6.2 SILVER  #ji147,1100.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
34,,leica dg summilux,293190033503,Excellent!! Panasonic LEICA DG SUMMILUX 15mm f/1.7 ASPH.Black H-X015-K,309.0,USD,JP,3323,Lenses,StoreInventory,Used,
39,,leica screw mount,173989387761,【EXC+5】 Canon 50mm F1.4 L39 Leica Screw Mount LTM MF Lens + Hood from JAPAN 864Y,249.9,USD,JP,3323,Lenses,StoreInventory,Used,
40,,leica d vario,333163791740,Near MINT Panasonic LUMIX DMC-L1 7.5MP Leica D Vario Elmar 14-50mm from Japan,449.0,USD,JP,31388,Digital Cameras,StoreInventory,Used,
43,,leica summicron m,233317574976,【RARE! / FILM TESTED】 Leica Summicron M 50mm f/2 Collapsible BLACK Repaint JAPAN,1099.99,USD,JP,3323,Lenses,StoreInventory,Used,
46,,leica screw mount,273972537317,[TESTED / Near Mint!] CANON 50mm f1.4 Leica screw mount L39 LTM From JAPAN,177.5,USD,JP,3323,Lenses,StoreInventory,Used,
56,,leica screw mount,183914389392,[Almost Mint] Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from Japan,359.9,USD,JP,3323,Lenses,StoreInventory,Used,
58,,leica screw mount,352754885545,[Near Mint++] Canon 50mm f/1.4 Lens Leica Screw Mount LTM L39 from Japan #388,267.99,USD,JP,3323,Lenses,StoreInventory,Used,
70,,voigtlander super wide-heliar,173946027036,Voigtlander SUPER WIDE-HELIAR 15mm 4.5 ASPH (L39) w/ 15mm Finder EXCELLENT+++++,315.04,USD,JP,3323,Lenses,FixedPrice,Used,
81,,leica minilux black,273959883936,[MINT] Leica Minilux Black 35mm Film Camera Summarit 40mm F2.4 Case Strap JAPAN,1249.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
89,,leica iiic black,323878232044,[ Almost MINT Good Condition CLA ] LEICA IIIc BLACK Paint 35mm Rangefinder JAPAN,829.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
91,,leica m6 0.72,303220763719,【MINT In Box】 Leica M6 0.72 Non TTL Black Rangefinder Film Camera From Japan 549,2229.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
99,,"""exc+5"" leitz leicaflex",163819435749,"""Exc+5"" Leitz leicaflex SL Film Camera Black Elmarit-R 35mm 2cam From JAPAN #547",589.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
42,,leica l 39,143282516335,Canon Serenar 35mm F/3.2 Lens for Leica L 39 With 35mm Finder #22071 G1,420.0,USD,JP,3323,Lenses,FixedPrice,Used,
45,,leica m6 non,223628338891,LEICA M6 NON TTL 35mm Rangefinder Film Camera Black Body with Box #190712o,1868.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
46,,leica screw mount,303249344816,Excellent-!! Konica HEXANON 50mm f/2.4 L39 LTM Leica Screw Mount from Japan,659.0,USD,JP,3323,Lenses,StoreInventory,Used,
51,,leica 39mm lmt,143260065699,Rare Tokyo Kogaku Topcor-S lens 50mm/F2 Leica 39mm LMT screw mount  #545413,149.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
57,,leica screw mount,254280360836,"""Exc-"" Canon 100mm f/2 Telephoto Lens for Leica Screw Mount L39 LTM From Japan",279.99,USD,JP,3323,Lenses,StoreInventory,Used,
61,,leica summicron 50mm,293191251059,Very Good!! Leica SUMMICRON 50mm f/2 L39 LTM Leica Screw Mount Lens from Japan,329.0,USD,JP,3323,Lenses,StoreInventory,Used,
63,,leica screw mount,173979841076,[AS IS] CANON L 50mm f/1.8 Lens Leica Screw Mount L39 LTM for Canon 7 Japan #952,71.99,USD,JP,3323,Lenses,StoreInventory,Used,
64,,leica 3f iiif,133047796032,Sharan Leica 3f IIIf MODEL Miniature MINOX Camera,119.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
65,,leica m mount,223588701550,VOIGTLANDER COLOR SKOPAR 35mm F2.5P II VM MF Lens for Leica M Mount #190711d,306.94,USD,JP,3323,Lenses,StoreInventory,Used,
66,,leica l39 mount,293015012149,"Nikkor P C 10.5cm f2.5 Nippon Kogaku Leica L39 mount Lens, w.Hood,From JP#8137",334.0,USD,JP,3323,Lenses,FixedPrice,Used,
97,,leica screw mount,133047797061,Canon model 7 Leica Screw Mount Rangefinder  very good,109.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
10,,leica summicron 50mm,323858941384,LEICA SUMMICRON 50mm F2 E39 Limited Model silver for L39 Screw Mount #190625k,1720.16,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica screw mount,183923051157,[As is] Canon II D 2D Leica Screw Mount Rangefinder 35mm Film Camera from Japan,48.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
18,,leica leitz wetzlar,223588829789,LEICA LEITZ WETZLAR ELMAR 50mm F2.8 Collapsible Lens For M Mount #190712i,527.44,USD,JP,3323,Lenses,StoreInventory,Used,
23,,leica l39 screw,143357723748,Voigtlander SNAPSHOT SKOPAR 25mm F4 MC for Leica L39 Screw Mount Leica M Adapter,270.75,USD,JP,3323,Lenses,StoreInventory,Used,
26,,leica cl body,143283729160,"[MINT] Leica CL Body w/ Voigtlander Color-Skopar 21mm F4 MC, Finder and more!",999.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
36,,leica 39mm lmt,143268418171,CANON early chrome ver 50mm/F1.8 Leica 39mm LMT screw mount #150337,69.0,USD,JP,3323,Lenses,StoreInventory,Used,
45,,leica m6 black,183918895167,RARE【MINT in BOX】 LEICA M6 Black Rangefinder Body CLASSCI LEITZ WETZLAR GMBH 320,2499.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
46,,leica minilux black,264425402392,【MINT+3】 Leica Minilux Black 35mm Film Camera Summarit 40mm F2.4 From JAPAN #660,1329.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
66,,leica m minolta,202756550594,"[EXC+++++] Leitz Wetzlar Summicron C 40mm f2 Leica M Minolta CLE from Japan ""171",649.9,USD,JP,3323,Lenses,StoreInventory,Used,
69,,leica screw mount,273951461365,【EXC+++++】 Canon VT Leica Screw Mount Rangefinder 35mm Film Camera JAPAN R210,129.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
75,,leica m japan,283582600713,RARE!! UNUSED IN BOX Carl Zeiss Biogon T* 28mm F/2.8 Black ZM Leica M JAPAN 0337,799.9,USD,JP,3323,Lenses,StoreInventory,Used,
79,,leica leitz r6.2,352753776296,【MINT】 LEICA LEITZ R6.2 CHROME FILM SLR CAMERA BODY +CAP +MANUAL From Japan,559.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
92,,leica m from,163802556249,"""UNUSED"" Voigtlander Nokton Classic 40mm f/1.4 MC Lens VM Leica M From JAPAN 514",399.9,USD,JP,3323,Lenses,StoreInventory,Used,
96,,leica m cl,303247607684,"""Near Mint"" Minolta M-Rokkor 40mm F/2 Lens for Leica M CL CLE From Japan C599",374.0,USD,JP,3323,Lenses,StoreInventory,Used,
6,,leica 46mm uva,123821866011,GENUINE LEICA 46mm UVa  FILTER E46 13004 IN BOX MADE IN GERMANY,95.0,CAD,JP,15216,Filters,StoreInventory,Used,
14,,leica iiig barnac,223625121098,"""MINT"" LEICA IIIg Barnac type 35mm Rangefinder Film Camera Body Only #190712h",628.2,USD,JP,15230,Film Cameras,StoreInventory,Used,
15,,leica screw mount,273936570762,【Excellent+5】 CANON P 35mm Rangefinder Film Camera Leica Screw Mount from JAPAN,169.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
16,,leica ltm 39,303227077971,"Canon SERENAR 50mm F/1.9  Leica LTM 39 Lens, ""Exc"" From Japan#2869",179.0,USD,JP,3323,Lenses,FixedPrice,Used,
21,,leica 39mm lmt,143354583779,Rare Leotax Leonon Lens 50mm/F2 / Leica 39mm LMT screw mount #230500,159.0,USD,JP,3323,Lenses,StoreInventory,Used,
22,,leica m6 ttl,193027128806,"Leica M6 TTL 0.72 35mm Rangefinder Camera in Black ""Excellent ""  #2993",2195.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
26,,leica l39 /,333129064703,【N MINT】CANON Lens 50mm f/1.8 LEICA L39 / LTM Screw Mount Chrome Prime Lens,279.99,USD,JP,3323,Lenses,StoreInventory,Used,
64,,leica screw mount,401845917332,Excellent+5  Canon 50mm f/1.4 L39 Leica Screw Mount LTM Camera Lens From Japan,229.0,USD,JP,3323,Lenses,StoreInventory,Used,
73,,leica screw 50/1.8,133140277873,Canon  Metal Hood for  Leica screw 50/1.8 35/2.8 S-42 50mm f1.8 #770496,11.0,USD,JP,78999,Lens Hoods,StoreInventory,Used,
87,,leica d vario-elmarit,401840274485,1023# ** Excellent ** PANASONIC LEICA D VARIO-ELMARIT 14-50mm 2.8-3.5,200.0,USD,JP,3323,Lenses,FixedPrice,Used,
88,,leica screw mount,273960130780,CANON Front Lens Cap for 50mm F1.2 LTM Leica screw mount From JAPAN,19.99,USD,JP,79001,Lens Caps,StoreInventory,Used,
95,,leica m39 screw-mount,352670004704,MINT Leica M39 screw-mount range finder camera original Leitz shutter releas,45.99,USD,JP,64345,Remotes & Shutter Releases,StoreInventory,Used,
19,,leica screw mount,254328624207,【 Rare! MINT 】 Canon 35mm f/2 Leica Screw Mount L39 LTM Lens from JAPAN #851,398.0,USD,JP,3323,Lenses,StoreInventory,Used,
28,,leica screw mount,293170839569,"""Near Mint"" Canon 28mm F/2.8 Leica Screw Mount LTM L39 From Japan C595",359.0,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica vario elmar-r,392376572658,【MINT】Leitz LEICA VARIO ELMAR-R 70-210 F/4 for Leica R E60 From  JAPAN #129,379.99,USD,JP,3323,Lenses,StoreInventory,Used,
37,,leica sf20 shoe,264250223376,[EXC+++++] Leica SF20 Shoe Mount Flash for Leica from Japan #680,134.99,USD,JP,48515,Flashes,StoreInventory,Used,
47,,leica screw mount,123748189779,【Almost Mint】Fujinon 10cm 100mm f/2 L39 LTM Leica Screw Mount from JAPAN 756,3499.99,USD,JP,3323,Lenses,StoreInventory,Used,
49,,【top mint in,283428688877,【TOP MINT IN BOX】Leica R8 Black SLR body Strap + manual + cap From Japan #439,649.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
58,,leica db2 data,333155548492,Near MINT Leica DB2 Data Back for Leica R5 R6 R-E R7 Camera Boxed from Japan,149.0,USD,JP,29967,Battery Grips,StoreInventory,Used,
63,,leica screw mount,273960133946,Genuine CANON Front Lens Cap for 50mm F1.4 LTM Leica screw mount From JAPAN,19.99,USD,JP,79001,Lens Caps,StoreInventory,Used,
69,,leica m mount,264367896281,"""NearMINT"" Minolta M Rokkor 90mm f/4 for CLE Leica M mount w/ Hood FromJPN #4991",199.0,USD,JP,3323,Lenses,StoreInventory,Used,
73,,leica m5 black,183918595069,【N MINT】 Leica M5 Black 35mm Rangefinder Film Camera From JAPAN,1099.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
96,,leica screw mount,293018661221,"【MINT】 Canon 85mm F/1.5 II w/ Finder,Hood for L LTM L39 Leica Screw Mount JAPAN",1199.9,USD,JP,3323,Lenses,StoreInventory,Used,
4,,【near mint+++】leica leitz,273924254608,【NEAR MINT+++】LEICA LEITZ MINOLTA CL W/M ROKKOR QF 40MM F/2 WITH CASE FROM JAPAN,791.91,USD,JP,15230,Film Cameras,StoreInventory,Used,
6,,leica l screw,163811751141,【EXC+3】 Canon 35mm f/2 Lens For Leica L Screw Mount L39 LTM From JAPAN #054,249.9,USD,JP,3323,Lenses,StoreInventory,Used,
16,,leica m5 leather,223474136377,*Ex++* Leitz Wetzlar Leather Case for Leica M5 LEATHER EVERREADY CASE  10914,31.56,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
28,,leica screw mount,113847059756,【 EXC+++ 】 CANON 50mm f1.8 L39 LTM Leica Screw Mount Lens from JAPAN,79.9,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica elmar-m 50mm,293172336783,Very Good!! Leica ELMAR-M 50mm f/2.8 Dual Scale from Japan,459.0,USD,JP,3323,Lenses,StoreInventory,Used,
35,,leica l39 mount,173872694077,[RARE EXC+5]Tokyo Kogaku Japan Topcor 5cm 50mm f3.5 Leica L39 Mount MF Lens #100,233.94,USD,JP,3323,Lenses,StoreInventory,Used,
36,,leica screw mount,333288806851,Voigtlander Color Skopar 35mm f/2.5 MC Leica Screw Mount L39 LTM << Excellent >>,249.0,USD,JP,3323,Lenses,StoreInventory,Used,
37,,leica l39 mount,283569258745,[Super Rare! MINT] Canon 35mm f/1.5 Lens for Leica L39 Mount LTM from JAPAN #982,1599.99,USD,JP,3323,Lenses,StoreInventory,Used,
39,,leica c1 compact,143296059305,【N.MINT】 LEICA C1 Compact 35mm Camera Vario Elmar 38-105mm ASPH From JAPAN #56,299.9,USD,JP,15230,Film Cameras,StoreInventory,Used,
40,,【mint】leica cl leitz,401834491440,【Mint】Leica CL Leitz Minolta Rangefinder film Camera Body from JAPAN ＃297-1,379.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
45,,leica elmar-m 135mm,323882134889,LEICA ELMAR-M 135mm F2.8 Late Model with Goggle Finder M mount #190730c,298.0,USD,JP,3323,Lenses,StoreInventory,Used,
48,,leica screw mount,293181466862,Canon 100mm F/3.5 Lens Leica Screw Mount LTM LTM39 from Japan Exc+,119.0,USD,JP,3323,Lenses,FixedPrice,Used,
54,,leica m6 0.72,113787799407,Leica M6 0.72 Non TTL Black 35mm Rangefinder Camera From JAPAN #914,1600.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
69,,leica screw mount,383086151124,【Excellent+++】NIKON NIKKOR-Q 135mm f/3.5 for LEICA SCREW MOUNT LENS from JAPAN,58.9,USD,JP,3323,Lenses,FixedPrice,Used,
74,,leica ltm39 mount,293057637617,"Nikkor P C 10.5cm f2.5  Leica LTM39 mount Lens ""Exc+++"" From JP#9141",275.4,USD,JP,3323,Lenses,FixedPrice,Used,
75,,"leica ltm39, ""exc++""",293015384727,"Topcor 5cm F 3.5 Tokyo Kogaku Leica LTM39, ""Exc++"" From Japan#5895",147.9,USD,JP,3323,Lenses,StoreInventory,Used,
76,,leica screw mount,293014113534,"Canon 35mm F2.8 Leica Screw Mount LTM L39 Lens ""MINT"" From Japan#3891",209.95,USD,JP,3323,Lenses,FixedPrice,Used,
84,,leica m mount,163803876146,【N MINT】 MINOLTA M Rokkor 40mm F/2 Lens For CL CLE Leica M Mount From JAPAN,414.9,USD,JP,3323,Lenses,StoreInventory,Used,
89,,leica m6 ttl,193027236856,"Leica M6 TTL 0.72 JAPAN Model 35mm Rangefinder Camera ""Excellent++""  #2999",2595.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
12,,leica m4-p 35mm,163792093951,***Mint*** Leica M4-P 35mm Rangefinder Film Camera Black Body From Japan #644,1498.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
17,,leica screw mount,383101643699,[ Rare! EXC+++++] Canon 35mm f/1.8 Leica Screw Mount LTM L39 MF Lens from JAPAN,299.99,USD,JP,3323,Lenses,StoreInventory,Used,
21,,leica screw mount,264326225058,【Exc5】Canon 50mm f1.4 Lens M39 L39 LTM Leica Screw Mount from Japan #42,232.99,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica cm zoom,383096324538,*Rare!*  [EXC +5 in BOX] LEICA CM ZOOM 35mm Point & Shoot Film Camera From JAPAN,1499.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
32,,leica screw mount,143313665303,NICCA Lens Cap for 50mm F2 NIKKOR H.C. leica screw mount  #722964 50mm,14.0,USD,JP,79001,Lens Caps,StoreInventory,Used,
37,,【exc+++++】leica leitz elmarit-r,392361583706,【EXC+++++】Leica Leitz Elmarit-R 90mm f2.8 2 Cam R Mount Lens From Japan #96,279.99,USD,JP,3323,Lenses,FixedPrice,Used,
45,,leica c1 point,163795407260,[N Mint] Leica C1 Point & Shoot Film Camera Vario-Elmar 38-110mm from Japan 1282,269.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
53,,leica m-3 rangefinder,283558454738,EX+5 Leitz Wetzlar Leica M-3 Rangefinder Camera Hard Leather Case frm Japan S-11,29.99,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
56,,leica l39 screw,173877111965,[Rare!] Rollei Sonnar 40mm f/2.8 HFT MF Lens for Leica L39 Screw & M Mount 5399,728.0,USD,JP,3323,Lenses,FixedPrice,Used,
61,,leica minilux summarit,372728977128,[Near Mint] Leica Minilux Summarit 40mm f/2.4 + Leather Case  from JAPAN 0496,779.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
62,,leica sf 20,163786587732,Leica SF 20 Shoe Mount Flash for  Leica [Exc++] Free shipping From Japan,155.0,USD,JP,48515,Flashes,StoreInventory,Used,
63,,leica l39 mount,283521081973,**EXC+++++** Minolta Chiyoko Super Rokkor 45mm F/2.8 Lens Leica L39 Mount #568,249.9,USD,JP,3323,Lenses,StoreInventory,Used,
64,,minolta m-rokkor 90,133141657650,MINOLTA M-ROKKOR 90 mm F4 Lens for Leitz Leica/Minolta CL CLE M-Mount  JAPAN F/S,199.98,USD,JP,3323,Lenses,FixedPrice,Used,
72,,leica elmar 90mm,383018347961,*Clean* Leitz 90mm Finder SOOUT for Leica Elmar 90mm from JAPAN  016008,139.0,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,
84,,leica screw mount,273950586612,CANON Front Lens Cap for 50mm F1.8/F2.8 LTM Leica screw mount From JAPAN,10.99,USD,JP,79001,Lens Caps,StoreInventory,Used,
91,,leica screw mount,133067461919,Canon L3 Leica Screw Mount Rangefinder RF #529325,99.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
98,,leica m w/,273953956288,Mint Carl Zeiss Biogon 28mm f2.8 T* ZM For Leica M w/ Box From Japan F/S #1554,741.71,USD,JP,3323,Lenses,FixedPrice,Used,
99,,leica m mount,264414362387,【MINT】MINOLTA M ROKKOR 90mm f4 Lens for CL CLE Leica M Mount from Japan 471380,183.35,USD,JP,3323,Lenses,StoreInventory,Used,
7,,leica m from,293018407665,【TOP MINT】 Voigtlander Color Skopar 21mm f4 for Leica M from japan #0119,379.0,USD,JP,3323,Lenses,StoreInventory,Used,
13,,leica screw l39,202749282811,Canon 50mm f1.2 Leica Screw L39 LTM Mount for Canon P 7 7S L1 L2 L3,365.0,USD,JP,3323,Lenses,StoreInventory,Used,
29,,leica summilux-m 35mm,143219371782,Leica Summilux-M 35mm F/1.4 ASPH. E46 Lens In Silver #19950 C1,4380.0,USD,JP,3323,Lenses,StoreInventory,Used,
32,,leica mt l/m,254206594440,"""As is"" Canon  L 50mm  f/1.8  Lens F1.8  Leica  Mt  L/M Adapter From Japan",119.0,USD,JP,3323,Lenses,StoreInventory,Used,
38,,leica screw mount,293186809803,Excellent-!! Canon 35mm f/1.8 L39 LTM Leica Screw Mount from Japan,159.0,USD,JP,3323,Lenses,StoreInventory,Used,
59,,leica l39 #21918,163731329056,Canon 50mm F/1.2 Lens for Leica L39 #21918 F4,680.0,USD,JP,3323,Lenses,FixedPrice,Used,
61,,leica black strap,323779523194,Genuine Leica Black Strap,34.99,USD,JP,64343,Straps & Hand Grips,FixedPrice,Used,
65,,leica summilux-r 35mm,323883076148,MINT- Leica Summilux-R 35mm f/1.4 ROM Lens Boxed,3880.0,USD,JP,3323,Lenses,StoreInventory,Used,
77,,leica m3 single,133000781112,*Overhauled* Leica M3 Single Stroke SS Rangefinder Film Camera Body JPN #2111,1099.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
84,,leica m mount,153595106977,【Rare】MS-Optics APOQUALIA-G 28mm F2.0 II Leica M mount in Black from Japan (2535,1198.0,USD,JP,3323,Lenses,StoreInventory,Used,
92,,leica leather case,254308291937,"Wetzlar Leitz Germany LEICA Leather Case for LEICA IIIc, IIIf w/Strap from JAPAN",59.0,USD,JP,107894,"Cases, Bags & Covers",StoreInventory,Used,
93,,leica dg 25mm,193039806012,Near Mint Panasonic Leica DG 25mm f1.4 Lens for Micro Four Thirds Japan #101,319.0,USD,JP,3323,Lenses,StoreInventory,Used,
5,,[mint]leica m7 0.72,293113030896,[MINT]Leica M7 0.72 35mm Rangefinder Film Camera In Silver #4129,2980.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
7,,leica 3f iiif,133136836482,Sharan Leica 3f IIIf MODEL Miniature MINOX Camera  #525001,89.0,USD,JP,15230,Film Cameras,StoreInventory,Used,
17,,leica camera strap,303120516356,RARE Near Mint GENUINE LEICA Camera Strap from Japan Anti Slip Rubber,55.0,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
21,,leica l39 #22797,163787740525,Canon 50mm F/1.5 Lens for Leica L39 #22797 F4,350.0,USD,JP,3323,Lenses,FixedPrice,Used,
51,,leica l39 screw,183788886522,[AB- Exc]Nikon NIKKOR-S.C 5cm 50mm f/1.4 Lens Leica L39 Screw Nippon Kogaku 5471,368.0,USD,JP,3323,Lenses,StoreInventory,Used,
70,,leica i model,193042091847,"【Vintage AS-IS】 ""21236"" Leica I Model A Camera Leitz Elmar 50mm f/3.5 from Japan",699.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
74,,leica m roland,133089788321,@RARE@ Kleinbild-Plasmat 70mm f2.7 Modified to Leica M Roland Plasmat #015761,2982.0,USD,JP,3323,Lenses,StoreInventory,Used,
77,,leica m from,113693637371,AS-IS Voigtlander Color Skopar 21mm F4 MC for Leica M from japan 1675,324.0,USD,JP,3323,Lenses,StoreInventory,Used,
5,,leica screw mount,173840793159,[RARE EXC+5] Canon 85mm f/1.9 Leica Screw Mount LTM L39 Rangefinder Lens #169,294.9,USD,JP,3323,Lenses,StoreInventory,Used,
11,,leica d vario-elmar,254177813167,Panasonic LEICA D VARIO-ELMAR 14-150mm F3.5-5.6 ASPH. w/Hood [Excellent] 06-X06,449.0,USD,JP,3323,Lenses,StoreInventory,Used,
18,,leica l l39,323881179261,[ APP N MINT ] Nikon Nikkor H.C 5cm 50mm f/2 Leica L L39 LTM Screw Mount JAPAN,249.99,USD,JP,3323,Lenses,StoreInventory,Used,
21,,leica m2 35mm,133135050356,Leica M2 35mm Rangefinder Film Camera #22679 D2,1100.0,USD,JP,15230,Film Cameras,FixedPrice,Used,
36,,leica l39 #22093,143338754888,Canon 50mm F/1.4 Lens for Leica L39 #22093 F4,150.0,USD,JP,3323,Lenses,FixedPrice,Used,
40,,【near mint】leica 14405,123701753941,【Near Mint】LEICA 14405 Hand Grip M Handle olive M2 M3 M4 M5 M6 from Japan #0281,129.99,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,
46,,leica leicaflex sl,392371670211,【N MINT】Leitz Leica Leicaflex SL 35mm Film R Mount SLR Camera Body From JAPAN,109.99,USD,JP,15230,Film Cameras,StoreInventory,Used,
60,,leica sf 20,123799928052,[Excellent+++++] Leica SF 20 Shoe Mount Flash for Leica from Japan #036,109.99,USD,JP,48515,Flashes,FixedPrice,Used,
61,,leica summitar 5cm,193034440722,【N MINT!!】 Vintage Leica Summitar 5cm 50mm f/2 Leitz for L39 Lens #9038 Japan,399.99,USD,JP,3323,Lenses,StoreInventory,Used,
71,,leica screw mount,264425159558,Canon 50mm F1.8 Leica Screw Mount LTM M39  SN224845,59.8,USD,JP,3323,Lenses,StoreInventory,Used,
73,,leica m mount,323864774475,VOIGTLANDER NOKTON CLASSIC 40mm F1.4 MC VM Lens for Leica M Mount #190718c,378.0,USD,JP,3323,Lenses,StoreInventory,Used,
