,Unnamed: 0,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts,Target,Feature_Lenses_mm,Feature_Lenses_nikon,Feature_Lenses_lens,Feature_Lenses_japan,Feature_Lenses_nikkor,Feature_Lenses_from,Feature_Lenses_af,Feature_Lenses_ais,Feature_Lenses_f28,Feature_Lenses_mint,Feature_Lenses_mf,Feature_Lenses_,Feature_Lenses_ai,Feature_Lenses_excellent,Feature_Lenses_for,Feature_Lenses_near,Feature_Lenses_zoom,Feature_Lenses_50,Feature_Lenses_ed,Feature_Lenses_f,Feature_Lenses_exc,Feature_Lenses_auto,Feature_Lenses_d,Feature_Lenses_f14,Feature_Lenses_wide,Feature_Lenses_prime,Feature_Lenses_afs,Feature_Lenses_f4,Feature_Lenses_f2,Feature_Lenses_if,Feature_Film Cameras_mm,Feature_Film Cameras_nikon,Feature_Film Cameras_35,Feature_Film Cameras_camera,Feature_Film Cameras_film,Feature_Film Cameras_slr,Feature_Film Cameras_japan,Feature_Film Cameras_from,Feature_Film Cameras_body,Feature_Film Cameras_,Feature_Film Cameras_only,Feature_Film Cameras_mint,Feature_Film Cameras_black,Feature_Film Cameras_near,Feature_Film Cameras_excellent,Feature_Film Cameras_w,Feature_Film Cameras_f2,Feature_Film Cameras_point,Feature_Film Cameras_photomic,Feature_Film Cameras_in,Feature_Film Cameras_f,Feature_Film Cameras_shoot,Feature_Film Cameras_exc,Feature_Film Cameras_f3,Feature_Film Cameras_box,Feature_Film Cameras_50,Feature_Film Cameras_fe,Feature_Film Cameras_f100,Feature_Film Cameras_strap,Feature_Film Cameras_lens,Feature_Viewfinders & Eyecups_nikon,Feature_Viewfinders & Eyecups_finder,Feature_Viewfinders & Eyecups_for,Feature_Viewfinders & Eyecups_from,Feature_Viewfinders & Eyecups_japan,Feature_Viewfinders & Eyecups_,Feature_Viewfinders & Eyecups_dp20,Feature_Viewfinders & Eyecups_f4,Feature_Viewfinders & Eyecups_f,Feature_Viewfinders & Eyecups_mint,Feature_Viewfinders & Eyecups_level,Feature_Viewfinders & Eyecups_f4s,Feature_Viewfinders & Eyecups_photomic,Feature_Viewfinders & Eyecups_view,Feature_Viewfinders & Eyecups_f2,Feature_Viewfinders & Eyecups_f4e,Feature_Viewfinders & Eyecups_excellent,Feature_Viewfinders & Eyecups_eye,Feature_Viewfinders & Eyecups_focusing,Feature_Viewfinders & Eyecups_screen,Feature_Viewfinders & Eyecups_type,Feature_Viewfinders & Eyecups_f3,Feature_Viewfinders & Eyecups_near,Feature_Viewfinders & Eyecups_angle,Feature_Viewfinders & Eyecups_waist,Feature_Viewfinders & Eyecups_camera,Feature_Viewfinders & Eyecups_exc,Feature_Viewfinders & Eyecups_dp1,Feature_Viewfinders & Eyecups_ftn,Feature_Viewfinders & Eyecups_dr3,Feature_Digital Cameras_nikon,Feature_Digital Cameras_digital,Feature_Digital Cameras_camera,Feature_Digital Cameras_body,Feature_Digital Cameras_japan,Feature_Digital Cameras_slr,Feature_Digital Cameras_from,Feature_Digital Cameras_mm,Feature_Digital Cameras_mp,Feature_Digital Cameras_black,Feature_Digital Cameras_,Feature_Digital Cameras_excellent,Feature_Digital Cameras_mint,Feature_Digital Cameras_vr,Feature_Digital Cameras_w,Feature_Digital Cameras_only,Feature_Digital Cameras_g,Feature_Digital Cameras_count,Feature_Digital Cameras_shutter,Feature_Digital Cameras_d90,Feature_Digital Cameras_d7000,Feature_Digital Cameras_1855,Feature_Digital Cameras_d800,Feature_Digital Cameras_363mp,Feature_Digital Cameras_near,Feature_Digital Cameras_kit,Feature_Digital Cameras_f3556,Feature_Digital Cameras_dx,Feature_Digital Cameras_fx,Feature_Digital Cameras_d700,Feature_Flashes_nikon,Feature_Flashes_flash,Feature_Flashes_speedlight,Feature_Flashes_japan,Feature_Flashes_from,Feature_Flashes_mount,Feature_Flashes_shoe,Feature_Flashes_for,Feature_Flashes_mint,Feature_Flashes_sb28,Feature_Flashes_excellent,Feature_Flashes_wcase,Feature_Flashes_near,Feature_Flashes_exc,Feature_Flashes_in,Feature_Flashes_box,Feature_Flashes_ttl,Feature_Flashes_,Feature_Flashes_speed,Feature_Flashes_light,Feature_Flashes_sb17,Feature_Flashes_sb7,Feature_Flashes_w,Feature_Flashes_sb400,Feature_Flashes_sb22,Feature_Flashes_nmint,Feature_Flashes_f3,Feature_Flashes_f3hp,Feature_Flashes_free,Feature_Flashes_shipping,Feature_Film Backs & Holders_nikon,Feature_Film Backs & Holders_back,Feature_Film Backs & Holders_for,Feature_Film Backs & Holders_door,Feature_Film Backs & Holders_excellent,Feature_Film Backs & Holders_,Feature_Film Backs & Holders_f2,Feature_Film Backs & Holders_f100,Feature_Film Backs & Holders_near,Feature_Film Backs & Holders_mint,Feature_Film Backs & Holders_f4,Feature_Film Backs & Holders_f4s,Feature_Film Backs & Holders_from,Feature_Film Backs & Holders_japan,Feature_Film Backs & Holders_mf23,Feature_Film Backs & Holders_data,Feature_Film Backs & Holders_multi,Feature_Film Backs & Holders_control,Feature_Film Backs & Holders_f4e,Feature_Film Backs & Holders_f3,Feature_Film Backs & Holders_in,Feature_Film Backs & Holders_box,Feature_Film Backs & Holders_mf22,Feature_Film Backs & Holders_sn260,Feature_Film Backs & Holders_sn642,Feature_Film Backs & Holders_sn065,Feature_Film Backs & Holders_sn525,Feature_Film Backs & Holders_sn147,Feature_Film Backs & Holders_sn343,Feature_Film Backs & Holders_sn560,Feature_Straps & Hand Grips_nikon,Feature_Straps & Hand Grips_strap,Feature_Straps & Hand Grips_,Feature_Straps & Hand Grips_japan,Feature_Straps & Hand Grips_for,Feature_Straps & Hand Grips_from,Feature_Straps & Hand Grips_mint,Feature_Straps & Hand Grips_camera,Feature_Straps & Hand Grips_near,Feature_Straps & Hand Grips_neck,Feature_Straps & Hand Grips_excellent,Feature_Straps & Hand Grips_genuine,Feature_Straps & Hand Grips_black,Feature_Straps & Hand Grips_shoulder,Feature_Straps & Hand Grips_fs,Feature_Straps & Hand Grips_film,Feature_Straps & Hand Grips_slr,Feature_Straps & Hand Grips_original,Feature_Straps & Hand Grips_rare,Feature_Straps & Hand Grips_vintage,Feature_Straps & Hand Grips_f3,Feature_Straps & Hand Grips_professional,Feature_Straps & Hand Grips_green,Feature_Straps & Hand Grips_k115,Feature_Straps & Hand Grips_shipping,Feature_Straps & Hand Grips_1988,Feature_Straps & Hand Grips_seoul,Feature_Straps & Hand Grips_summer,Feature_Straps & Hand Grips_olympic,Feature_Straps & Hand Grips_official,Feature_Battery Grips_nikon,Feature_Battery Grips_for,Feature_Battery Grips_battery,Feature_Battery Grips_from,Feature_Battery Grips_japan,Feature_Battery Grips_,Feature_Battery Grips_grip,Feature_Battery Grips_f4,Feature_Battery Grips_pack,Feature_Battery Grips_mb21,Feature_Battery Grips_exc,Feature_Battery Grips_f4s,Feature_Battery Grips_mint,Feature_Battery Grips_holder,Feature_Battery Grips_power,Feature_Battery Grips_near,Feature_Battery Grips_4,Feature_Battery Grips_mb20,Feature_Battery Grips_mb40,Feature_Battery Grips_f6,Feature_Battery Grips_high,Feature_Battery Grips_speed,Feature_Battery Grips_camera,Feature_Battery Grips_532,Feature_Battery Grips_fully,Feature_Battery Grips_working,Feature_Battery Grips_d3,Feature_Battery Grips_tested,Feature_Battery Grips_35,"Feature_Lens Adapters, Mounts & Tubes_nikon","Feature_Lens Adapters, Mounts & Tubes_from","Feature_Lens Adapters, Mounts & Tubes_japan","Feature_Lens Adapters, Mounts & Tubes_extension","Feature_Lens Adapters, Mounts & Tubes_","Feature_Lens Adapters, Mounts & Tubes_ring","Feature_Lens Adapters, Mounts & Tubes_mint","Feature_Lens Adapters, Mounts & Tubes_mm","Feature_Lens Adapters, Mounts & Tubes_auto","Feature_Lens Adapters, Mounts & Tubes_for","Feature_Lens Adapters, Mounts & Tubes_near","Feature_Lens Adapters, Mounts & Tubes_macro","Feature_Lens Adapters, Mounts & Tubes_excellent","Feature_Lens Adapters, Mounts & Tubes_bellows","Feature_Lens Adapters, Mounts & Tubes_box","Feature_Lens Adapters, Mounts & Tubes_pk13","Feature_Lens Adapters, Mounts & Tubes_275","Feature_Lens Adapters, Mounts & Tubes_pb4","Feature_Lens Adapters, Mounts & Tubes_w","Feature_Lens Adapters, Mounts & Tubes_pk12","Feature_Lens Adapters, Mounts & Tubes_tube","Feature_Lens Adapters, Mounts & Tubes_fs","Feature_Lens Adapters, Mounts & Tubes_in","Feature_Lens Adapters, Mounts & Tubes_rings","Feature_Lens Adapters, Mounts & Tubes_model","Feature_Lens Adapters, Mounts & Tubes_k","Feature_Lens Adapters, Mounts & Tubes_free","Feature_Lens Adapters, Mounts & Tubes_ship","Feature_Lens Adapters, Mounts & Tubes_67","Feature_Lens Adapters, Mounts & Tubes_focusing",Feature_Motor Drives & Winders_nikon,Feature_Motor Drives & Winders_motor,Feature_Motor Drives & Winders_drive,Feature_Motor Drives & Winders_for,Feature_Motor Drives & Winders_japan,Feature_Motor Drives & Winders_from,Feature_Motor Drives & Winders_,Feature_Motor Drives & Winders_f3,Feature_Motor Drives & Winders_battery,Feature_Motor Drives & Winders_mint,Feature_Motor Drives & Winders_md12,Feature_Motor Drives & Winders_md4,Feature_Motor Drives & Winders_mb1,Feature_Motor Drives & Winders_pack,Feature_Motor Drives & Winders_f2,Feature_Motor Drives & Winders_fa,Feature_Motor Drives & Winders_film,Feature_Motor Drives & Winders_parts,Feature_Motor Drives & Winders_md2,Feature_Motor Drives & Winders_camera,Feature_Motor Drives & Winders_n,Feature_Motor Drives & Winders_fm,Feature_Motor Drives & Winders_fm2,Feature_Motor Drives & Winders_fe,Feature_Motor Drives & Winders_fe2,Feature_Motor Drives & Winders_fm3a,Feature_Motor Drives & Winders_355,Feature_Motor Drives & Winders_winder,Feature_Motor Drives & Winders_hp,Feature_Motor Drives & Winders_f3p
0,97,,Nikon NIKKOR H Auto 28 cm f35 Non Ai Lens Mnanual Focus 28 mm F35 Japan,202747264727,Nikon NIKKOR H Auto 2.8cm f/3.5 Non Ai Lens Mnanual Focus 28mm F3.5 from Japan,https://www.ebay.com/itm/Nikon-NIKKOR-H-Auto-2-8cm-f-3-5-Non-Ai-Lens-Mnanual-Focus-28mm-F3-5-Japan-/202747264727,70.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon F,18066.0,15,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,93,,Nikon NIKKOR 50 mm F14 AF LensExcellentfrom Japan,123916620706,Nikon NIKKOR 50mm F/1.4 AF Lens[Excellent]from Japan,https://www.ebay.com/itm/Nikon-NIKKOR-50mm-F-1-4-AF-Lens-Excellent-from-Japan-/123916620706,150.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor,14196.0,15,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,,MINT NIKON AiS NIKKOR 50 mm F12 AIS F12 MF Lens Japan 381,352815224606,[MINT] NIKON Ai-S NIKKOR 50mm F1.2 AIS F/1.2 MF Lens from Japan #381,https://www.ebay.com/itm/MINT-NIKON-Ai-S-NIKKOR-50mm-F1-2-AIS-F-1-2-MF-Lens-Japan-381-/352815224606,339.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON  NIKKOR,14194.0,15,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,90,,Unused BoxNikon Ais Ais Nikkor 35 mm Angle Lens Japan,223672107026,【Almost Unused in Box】Nikon Ai-s Ais Nikkor 35mm f1.4 Wide Angle Lens from Japan,https://www.ebay.com/itm/Almost-Unused-Box-Nikon-Ai-s-Ais-Nikkor-35mm-f1-4-Wide-Angle-Lens-Japan-/223672107026,524.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor,14164.0,15,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,46,,Nikon Ais Nikkor 135 mm f2 Ais Manual Focus Telephoto Prime Lens Japan Exc,293205696057,Nikon Ai-s Nikkor 135mm f/2 Ais Manual Focus Telephoto Prime Lens from Japan Exc,https://www.ebay.com/itm/Nikon-Ai-s-Nikkor-135mm-f-2-Ais-Manual-Focus-Telephoto-Prime-Lens-Japan-Exc-/293205696057,412.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR,14162.0,15,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,,Nikon AFS VR Zoom Nikkor ED 70300 mm F4556 G lens Japan 492810,312773847661,Nikon AF-S VR Zoom Nikkor ED 70-300mm F4.5-5.6 G IF lens from Japan #492810,https://www.ebay.com/itm/Nikon-AF-S-VR-Zoom-Nikkor-ED-70-300mm-F4-5-5-6-G-IF-lens-Japan-492810-/312773847661,233.5,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,14045.0,15,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,43,,zoom nikkor 3672 mm lens nikon mount Eseries ais 4805803123,323892166283,zoom nikkor 36-72mm f/3.5 lens for nikon f mount E-series ais ai-s 480580-3123,https://www.ebay.com/itm/zoom-nikkor-36-72mm-f-3-5-lens-nikon-f-mount-E-series-ais-ai-s-480580-3123-/323892166283,38.0,USD,JP,3323,Lenses,StoreInventory,Used,nikkor,14045.0,15,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,93,,Mint Nikon NIKKORH Auto 50 mm f2 Lens JAPAN 479872,254366625423,[Near Mint] Nikon  NIKKOR-H Auto 50mm  f/2 Lens  from JAPAN #479872,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-H-Auto-50mm-f-2-Lens-JAPAN-479872-/254366625423,54.9,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor,14045.0,15,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,,Mint Nikon NIKKORH Auto 50 mm f2 Lens JAPAN 479872,254366625423,[Near Mint] Nikon  NIKKOR-H Auto 50mm  f/2 Lens  from JAPAN #479872,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-H-Auto-50mm-f-2-Lens-JAPAN-479872-/254366625423,54.9,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor,14045.0,15,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,90,,Nikon AFS Nikkor 55200 mm F456 G ED DX VR SWM Lens Japan 492814,312777530797,Nikon AF-S afs Nikkor 55-200mm F4-5.6 G ED DX VR IF SWM Lens from Japan #492814,https://www.ebay.com/itm/Nikon-AF-S-afs-Nikkor-55-200mm-F4-5-6-G-ED-DX-VR-IF-SWM-Lens-Japan-492814-/312777530797,88.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor,14043.0,15,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
