,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts,Target
87,,MINT Nikon AF Nikkor 28105 mm f3545 D Standard Zoom Lens Japan 1741,153608999216,【MINT+】 Nikon AF Nikkor 28-105mm f/3.5-4.5 D Standard Zoom Lens from Japan 1741,https://www.ebay.com/itm/MINT-Nikon-AF-Nikkor-28-105mm-f-3-5-4-5-D-Standard-Zoom-Lens-Japan-1741-/153608999216,134.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 28-105mm f/3.5-4.5 D,102.0,21
7,,Nikon AF Micro Nikkor 60 mm f28 D Auto Focus Lens w Cap Japan FS 3024,274018519541,Nikon AF Micro Nikkor 60mm f2.8 D Auto Focus Lens w/ Cap From Japan F/S #3024,https://www.ebay.com/itm/Nikon-AF-Micro-Nikkor-60mm-f2-8-D-Auto-Focus-Lens-w-Cap-Japan-F-S-3024-/274018519541,198.38,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF Micro Nikkor 60mm f2.8 D,101.0,21
97,,MINT Nikon AF Micro Nikkor 60 mm f28 D Prime Macro Lens Japan 084,133132824462,【MINT】 Nikon AF Micro Nikkor 60mm f/2.8 D Prime Macro Lens From Japan 084,https://www.ebay.com/itm/MINT-Nikon-AF-Micro-Nikkor-60mm-f-2-8-D-Prime-Macro-Lens-Japan-084-/133132824462,208.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Micro NIKKOR 60mm F2.8 D,101.0,21
10,,Mint Nikon AF Micro Nikkor 60 mm f28 D Auto Focus w Box Japan FS 4010,274018518663,Mint Nikon AF Micro Nikkor 60mm f2.8 D Auto Focus w/ Box From Japan F/S #4010,https://www.ebay.com/itm/Mint-Nikon-AF-Micro-Nikkor-60mm-f2-8-D-Auto-Focus-w-Box-Japan-F-S-4010-/274018518663,291.76,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF Micro Nikkor 60mm f2.8 D,101.0,21
73,,Nikon AF Nikkor 3570 mm f3345 Zoom Lens Japan,163863531724,[Excellent+++] Nikon AF Nikkor 35-70mm f/3.3-4.5 Zoom Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-35-70mm-f-3-3-4-5-Zoom-Lens-Japan-/163863531724,21.6,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 35-70mm f/3.3-4.5,99.0,21
94,,Nikon AF Nikkor 3570 mm f3345 Lens Japan,163863514943,[Excellent+] Nikon AF Nikkor 35-70mm f/3.3-4.5 Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-35-70mm-f-3-3-4-5-Lens-Japan-/163863514943,17.1,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 35-70mm f/3.3-4.5,99.0,21
49,,Nikon AF Nikkor 3570 mm f3345 Zoom Lens Japan,163850440780,[Excellent+] Nikon AF Nikkor 35-70mm f/3.3-4.5 Zoom Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-35-70mm-f-3-3-4-5-Zoom-Lens-Japan-/163850440780,21.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 35-70mm f/3.3-4.5,99.0,21
44,,Nikon 1 camera body 1030 mm lens kit pristine,252045781845,Nikon 1 S1 mirrorless digital camera body w. 10-30mm lens kit *pink *pristine,https://www.ebay.com/itm/Nikon-1-S1-mirrorless-digital-camera-body-w-10-30mm-lens-kit-pink-pristine-/252045781845,368.8,USD,JP,31388,Digital Cameras,StoreInventory,Used,S1,97.0,6
50,,Nikon F5 35 mm SLR Film Camera Body,254358951800,Nikon F5 35mm SLR Film Camera Body Only SN3056754,https://www.ebay.com/itm/Nikon-F5-35mm-SLR-Film-Camera-Body-Only-SN3056754-/254358951800,91.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,95.0,10
84,,Excellent5Nikon Nikkor 55 mm f28 AIS Lens Japan 271,333325765971,【Excellent+5】Nikon Nikkor 55mm f/2.8 micro AI-S Lens From Japan 271,https://www.ebay.com/itm/Excellent-5-Nikon-Nikkor-55mm-f-2-8-micro-AI-S-Lens-Japan-271-/333325765971,109.9,USD,JP,3323,Lenses,StoreInventory,Used,Micro-Nikkor 55mm f2.8,94.0,21
45,,NIKON AF NIKKOR 300 mm F4 ED Lens Japan Exc 1101A,153527528119,NIKON AF NIKKOR 300mm F4 IF ED Lens From Japan [Exc+++] #1101A,https://www.ebay.com/itm/NIKON-AF-NIKKOR-300mm-F4-IF-ED-Lens-Japan-Exc-1101A-/153527528119,255.0,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AF NIKKOR 300mm F4 IF ED,93.0,21
61,,Nikon NIKKOR 55200 mm f456 DX G AFS VR SIC ED Lens superb,253126658534,Nikon NIKKOR 55-200mm f/4-5.6 DX G AF-S VR SIC ED Lens *superb *tested,https://www.ebay.com/itm/Nikon-NIKKOR-55-200mm-f-4-5-6-DX-G-AF-S-VR-SIC-ED-Lens-superb-tested-/253126658534,133.0,USD,JP,3323,Lenses,StoreInventory,Used,20050,93.0,21
34,,Nikon AF Nikkor 300 mm f4 ED Telephoto Lens READ Japan 4757,283603475163,"Nikon AF Nikkor 300mm f/4 IF ED Telephoto Lens ""READ"" From Japan [4757]",https://www.ebay.com/itm/Nikon-AF-Nikkor-300mm-f-4-IF-ED-Telephoto-Lens-READ-Japan-4757-/283603475163,305.15,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF Nikkor 300mm f/4 IF ED,93.0,21
24,,Exc5 Nikon F Waist Level Finder SLR Camera Nippon Kogaku JAPAN B0003,352793942042,Exc+5 Nikon F Waist Level Finder for SLR Camera Nippon Kogaku From JAPAN B0003,https://www.ebay.com/itm/Exc-5-Nikon-F-Waist-Level-Finder-SLR-Camera-Nippon-Kogaku-JAPAN-B0003-/352793942042,134.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,Nikon F Waist Level Finder,92.0,36
82,,Mint Nikon F Waist Level View Finder Genuine Case Nikon F JAPAN,223663938160,[Mint] Nikon F Waist Level View Finder w/ Genuine Case For Nikon F From JAPAN,https://www.ebay.com/itm/Mint-Nikon-F-Waist-Level-View-Finder-w-Genuine-Case-Nikon-F-JAPAN-/223663938160,92.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,Nikon F Waist Level Finder,91.0,36
79,,Mint Nikon AiS Nikkor 200 mm f4 Manual Lens Filter Japan,283432558098,Near Mint Nikon Ai-S Nikkor 200mm f4 Manual Lens with Filter from Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-S-Nikkor-200mm-f4-Manual-Lens-Filter-Japan-/283432558098,118.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai-S Nikkor 200mm f4,89.0,21
53,,Nikon AF Nikkor 35 mm f2 D 35 mm SLR Camera Lens Japan 689,153642320717,[Excellent+++++] Nikon AF Nikkor 35mm f/2 D 35mm SLR Camera Lens From Japan 689,https://www.ebay.com/itm/Excellent-Nikon-AF-Nikkor-35mm-f-2-D-35mm-SLR-Camera-Lens-Japan-689-/153642320717,199.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF Nikkor 35mm f/2 D,89.0,21
12,,MINT Nikon Micro NIKKOR 200 mm f4 AiS Lens Japan 19A129,233179962698,"""MINT"" Nikon Micro NIKKOR 200mm f/4 IF Ai-S Lens from Japan #19A129",https://www.ebay.com/itm/MINT-Nikon-Micro-NIKKOR-200mm-f-4-IF-Ai-S-Lens-Japan-19A129-/233179962698,369.9,USD,JP,3323,Lenses,StoreInventory,Used,Ai-S Nikkor 200mm f/4,89.0,21
14,,MINT BOX Nikon AF NIKKOR 35 mm f2 D Auto Focus Lens wFilter Japan i17,123910654576,【MINT ㏌ BOX】 Nikon AF NIKKOR 35mm f/2 D Auto Focus Lens w/Filter from Japan #i17,https://www.ebay.com/itm/MINT-BOX-Nikon-AF-NIKKOR-35mm-f-2-D-Auto-Focus-Lens-w-Filter-Japan-i17-/123910654576,249.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF NIKKOR 35mm f/2 D,89.0,21
97,,MINT NIKON Nikomat EL 35 mm SLR Film Camera Body JAPAN 2010,283613050263,[MINT] NIKON Nikomat EL 35mm SLR Film Camera Body Only From JAPAN 2010,https://www.ebay.com/itm/MINT-NIKON-Nikomat-EL-35mm-SLR-Film-Camera-Body-Only-JAPAN-2010-/283613050263,59.9,USD,JP,15230,Film Cameras,FixedPrice,Used,Nikon EL,89.0,10
33,,Mear Mint Nikon Ais AIS Nikkor 200 mm F4 Manual Focus Telephoto JAPAN 428,293235300211,【Mear Mint】 Nikon Ai-s AIS Nikkor 200mm F4 Manual Focus Telephoto  JAPAN #428,https://www.ebay.com/itm/Mear-Mint-Nikon-Ai-s-AIS-Nikkor-200mm-F4-Manual-Focus-Telephoto-JAPAN-428-/293235300211,129.9,USD,JP,3323,Lenses,StoreInventory,Used,Ai-S Nikkor 200mm f4,89.0,21
89,,Nikon FT 35 mm SLR Film Camera Body,323918266037,Nikon FT 35mm SLR Film Camera Body Only  SN3179289,https://www.ebay.com/itm/Nikon-FT-35mm-SLR-Film-Camera-Body-Only-SN3179289-/323918266037,19.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,86.0,10
24,,665 Nikon NIKKOR SW 90 mm f45 Near MINT COPAL 0 Shutter Board,254202823648,"665 Nikon NIKKOR SW 90mm f/4.5 ***Near MINT*** with COPAL 0 Shutter, Board",https://www.ebay.com/itm/665-Nikon-NIKKOR-SW-90mm-f-4-5-Near-MINT-COPAL-0-Shutter-Board-/254202823648,347.8,USD,JP,3323,Lenses,StoreInventory,Used,NIKKOR SW,85.0,21
57,,Near MintNIKON NIKKOR AIS 85 mm F2 120 F Mount Lens METAL HOOD HS10 JAPAN,323911867275,【Near Mint】NIKON NIKKOR AIS 85mm F/2 1:2.0 F Mount Lens +METAL HOOD HS-10 JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-NIKKOR-AIS-85mm-F-2-1-2-0-F-Mount-Lens-METAL-HOOD-HS-10-JAPAN-/323911867275,209.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AIS 85mm F2,85.0,21
29,,NIKON Black SLR Film Camera Japan 28,372711915771,[Excellent+++ ] NIKON FE2 Black SLR Film Camera From Japan 28,https://www.ebay.com/itm/Excellent-NIKON-FE2-Black-SLR-Film-Camera-Japan-28-/372711915771,159.9,USD,JP,3323,Lenses,FixedPrice,Used,Nikon FE2,85.0,21
16,,Near Mint Nikon FM3A 35 mm SLR Film Camera Body SN 220745 Japan,283550647755,""" Near Mint "" Nikon FM3A 35mm SLR Film Camera Body Only S/N 220745 From Japan",https://www.ebay.com/itm/Near-Mint-Nikon-FM3A-35mm-SLR-Film-Camera-Body-Only-S-N-220745-Japan-/283550647755,592.8,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM3A,83.0,10
81,,UNUSED Nikon FM3A Black 35 mm SLR Camera Body MD12 JAPAN 407,293219165093,"【""Rare"" UNUSED】 Nikon FM3A Black 35mm SLR Camera Body w/ MD-12 from JAPAN 407",https://www.ebay.com/itm/Rare-UNUSED-Nikon-FM3A-Black-35mm-SLR-Camera-Body-w-MD-12-JAPAN-407-/293219165093,1599.9,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon FM3A,83.0,10
75,,EX5 Nikon FM3A Black Body EX5 Nikon Ai Nikkor 50 mm lens JP,392371743935,[EX+5] Nikon FM3A Black Body & [EX+5] Nikon Ai Nikkor 50mm f1.4 lens from JP,https://www.ebay.com/itm/EX-5-Nikon-FM3A-Black-Body-EX-5-Nikon-Ai-Nikkor-50mm-f1-4-lens-JP-/392371743935,799.9,USD,JP,15230,Film Cameras,FixedPrice,Used,Nikon FM3A,83.0,10
69,,Nikon AF Micro Nikkor 60 mm Lens Filter Japan,274009383538,Excellent Nikon AF Micro Nikkor 60mm f2.8D Lens with Filter from Japan,https://www.ebay.com/itm/Excellent-Nikon-AF-Micro-Nikkor-60mm-f2-8D-Lens-Filter-Japan-/274009383538,182.0,USD,JP,3323,Lenses,StoreInventory,Used,1987,82.0,21
28,,MINT Nikon AF MICRO NIKKOR 60 mm Lens F Mount 190908k,333328522532,"""MINT"" Nikon AF MICRO NIKKOR 60mm F2.8D Lens for F Mount #190908k",https://www.ebay.com/itm/MINT-Nikon-AF-MICRO-NIKKOR-60mm-F2-8D-Lens-F-Mount-190908k-/333328522532,222.0,USD,JP,3323,Lenses,StoreInventory,Used,1987,82.0,21
85,,Nikon AF Micro Nikkor 60 mm F28 D Lens Excellent Japan Tested FS 3908,153612260585,Nikon AF Micro Nikkor 60mm F/2.8 D Lens Excellent+++ From Japan Tested F/S #3908,https://www.ebay.com/itm/Nikon-AF-Micro-Nikkor-60mm-F-2-8-D-Lens-Excellent-Japan-Tested-F-S-3908-/153612260585,208.05,USD,JP,3323,Lenses,StoreInventory,Used,1987,82.0,21
52,,Nikon AF MICRO NIKKOR 60 mm F28 Lens F Mount 190807s,223663267287,Nikon AF MICRO NIKKOR 60mm F2.8 Lens for F Mount #190807s,https://www.ebay.com/itm/Nikon-AF-MICRO-NIKKOR-60mm-F2-8-Lens-F-Mount-190807s-/223663267287,168.58,USD,JP,3323,Lenses,StoreInventory,Used,1987,82.0,21
38,,Excellent Nikon NIKKOR AI 85 mm f2 MF Lens Caps JAPAN MH117,283615034594,[Excellent+++++] Nikon NIKKOR AI 85mm f/2 MF Lens w/ Caps from JAPAN MH117,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-AI-85mm-f-2-MF-Lens-w-Caps-JAPAN-MH117-/283615034594,159.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor 85mm f2 Ai,81.0,21
52,,N MINTNikon Ai Nikkor 85 mm F2 MF Portrait Prime Lens Caps Japan 2229,254333751493,【N MINT】Nikon Ai Nikkor 85mm F2 MF Portrait Prime Lens w/ Caps from Japan #2229,https://www.ebay.com/itm/N-MINT-Nikon-Ai-Nikkor-85mm-F2-MF-Portrait-Prime-Lens-w-Caps-Japan-2229-/254333751493,178.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 85mm F2,81.0,21
91,,NIKON COOLPIX BLACK,253272659478,NIKON COOLPIX B700 BLACK,https://www.ebay.com/itm/NIKON-COOLPIX-B700-BLACK-/253272659478,419.0,USD,JP,31388,Digital Cameras,StoreInventory,Used,Nikon Coolpix P900,80.0,6
95,,Nikon COOLPIX P520 181MP Digital Camera Black superb,253811257831,Nikon COOLPIX P520 18.1MP Digital Camera *Black *tested *superb,https://www.ebay.com/itm/Nikon-COOLPIX-P520-18-1MP-Digital-Camera-Black-tested-superb-/253811257831,259.0,USD,JP,31388,Digital Cameras,StoreInventory,Used,Nikon Coolpix P900,80.0,6
20,,NearMint Nikon Nikkor 85 mm F2 Ai Fmount FreeShip Japan,323920369821,[NearMint] Nikon Nikkor 85mm F2 Ai Fmount FreeShip & Tracking from Japan,https://www.ebay.com/itm/NearMint-Nikon-Nikkor-85mm-F2-Ai-Fmount-FreeShip-Tracking-Japan-/323920369821,229.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor 85mm F2 Ai,79.0,21
36,,MINT Nikon Nikkor 85 mm F2 Ai Portrait Lens Nikon F mount JAPAN,352789797543,Near MINT Nikon Nikkor 85mm F/2 Ai Portrait Lens for Nikon F mount From JAPAN,https://www.ebay.com/itm/Near-MINT-Nikon-Nikkor-85mm-F-2-Ai-Portrait-Lens-Nikon-F-mount-JAPAN-/352789797543,159.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor 85mm F/2 Ai,79.0,21
65,,Nikon Nikkor 85 mm f2 Ai F mount Manual Focus MF Lens JAPAN Excllent,163780883571,Nikon Nikkor 85mm f2 Ai F mount Manual Focus MF Lens From JAPAN [Excllent++],https://www.ebay.com/itm/Nikon-Nikkor-85mm-f2-Ai-F-mount-Manual-Focus-MF-Lens-JAPAN-Excllent-/163780883571,199.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor 85mm f2 Ai,79.0,21
22,,NIKON Ai NIKKOR 85 mm f2 Prime MF SLR Lens JAPAN A91,362666944832,【Excellent +++】 NIKON Ai  NIKKOR 85mm f/2 Prime MF SLR Lens  From JAPAN A91,https://www.ebay.com/itm/Excellent-NIKON-Ai-NIKKOR-85mm-f-2-Prime-MF-SLR-Lens-JAPAN-A91-/362666944832,198.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR 85mm f/2,78.0,21
32,,EXC5 Nikon MD12 MD 12 Motor Drive FM2 FE2 FA FM FE Japan 80,174028392313,[EXC+5] Nikon MD-12 MD 12 Motor Drive for FM2 FE2 FA FM FE from Japan #80,https://www.ebay.com/itm/EXC-5-Nikon-MD-12-MD-12-Motor-Drive-FM2-FE2-FA-FM-FE-Japan-80-/174028392313,49.99,USD,JP,29970,Motor Drives & Winders,FixedPrice,Used,MD-12,77.0,26
8,,NIkon Ai nikkor 200 mm F4 MF Lens Japan 4,183969392512,[Excellent+++++] NIkon Ai nikkor 200mm F4 MF Lens From Japan #4,https://www.ebay.com/itm/Excellent-NIkon-Ai-nikkor-200mm-F4-MF-Lens-Japan-4-/183969392512,80.0,USD,JP,3323,Lenses,StoreInventory,Used,,77.0,21
51,,MINT Box Nikon MD12 Motor Drive FM3A FM2 FE2 FA JAPAN FS 0055,312729097771,【MINT in Box】 Nikon MD-12 Motor Drive for FM3A FM2 FE2 FA From JAPAN F/S #0055,https://www.ebay.com/itm/MINT-Box-Nikon-MD-12-Motor-Drive-FM3A-FM2-FE2-FA-JAPAN-F-S-0055-/312729097771,139.9,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,Nikon MD-12,77.0,26
77,,MINT Nikon NikkorSC Auto 50 mm F14 Ai MF Lens JAPAN 104,303261908182,[MINT] Nikon Nikkor-S.C Auto 50mm F/1.4 Ai Converted MF Lens from JAPAN #104,https://www.ebay.com/itm/MINT-Nikon-Nikkor-S-C-Auto-50mm-F-1-4-Ai-Converted-MF-Lens-JAPAN-104-/303261908182,109.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor-S.C Auto 50mm f/1.4,77.0,21
99,,MINTNikon MD12 Motor Drive Nikon FM2 FE2 FA FM FE Film Camera Japan A025,383154391645,【MINT】Nikon MD-12 Motor Drive for Nikon FM2 FE2 FA FM FE Film Camera Japan A025,https://www.ebay.com/itm/MINT-Nikon-MD-12-Motor-Drive-Nikon-FM2-FE2-FA-FM-FE-Film-Camera-Japan-A025-/383154391645,79.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,MD-12,77.0,26
18,,Near MINTNikon MD12 Motor Drive FM FM2 FE FA FM3A Japan,401841360676,"【Near MINT】Nikon MD-12 Motor Drive For FM, FM2, FE, FE2, FA, FM3A from Japan",https://www.ebay.com/itm/Near-MINT-Nikon-MD-12-Motor-Drive-FM-FM2-FE-FE2-FA-FM3A-Japan-/401841360676,69.9,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,Nikon MD-12,77.0,26
0,,MINTNikon MD12 Motor Drive Nikon FM2 FE2 FA FM FE Film Camera Japan A025,383154391645,【MINT】Nikon MD-12 Motor Drive for Nikon FM2 FE2 FA FM FE Film Camera Japan A025,https://www.ebay.com/itm/MINT-Nikon-MD-12-Motor-Drive-Nikon-FM2-FE2-FA-FM-FE-Film-Camera-Japan-A025-/383154391645,79.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,MD-12,77.0,26
41,,NEAR MINTNikon MD12 Motor Drive FE FM FM2 Japan 071,143182091658,【NEAR MINT】Nikon MD-12 Motor Drive For FE FM FM2 From Japan #071,https://www.ebay.com/itm/NEAR-MINT-Nikon-MD-12-Motor-Drive-FE-FM-FM2-Japan-071-/143182091658,49.99,USD,JP,29970,Motor Drives & Winders,StoreInventory,Used,MD-12,77.0,26
52,,ExcellentNikon NikkorSC Auto 50 mm Non Ai MF Lens JAPAN 456,383160518370,【Excellent+++++】Nikon Nikkor-S.C Auto 50mm f/1.4 Non Ai MF Lens From JAPAN #456,https://www.ebay.com/itm/Excellent-Nikon-Nikkor-S-C-Auto-50mm-f-1-4-Non-Ai-MF-Lens-JAPAN-456-/383160518370,69.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor-S.C Auto 50mm f/1.4,77.0,21
62,,NEAR MINT Nikon AF Zoom NIKKOR 28105 mm f3545 D Lens Japan 0213,283599610769,[NEAR MINT] Nikon AF Zoom NIKKOR 28-105mm f/3.5-4.5 D Lens from Japan #0213,https://www.ebay.com/itm/NEAR-MINT-Nikon-AF-Zoom-NIKKOR-28-105mm-f-3-5-4-5-D-Lens-Japan-0213-/283599610769,109.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AF Zoom NIKKOR 28-105mm f/3.5-4.5 D,77.0,21
79,,Nikon NikkorSC Auto 50 mm Non Ai MF Lens JAPAN,372724598032,[Excellent+++] Nikon Nikkor-S.C Auto 50mm f/1.4 Non Ai MF Lens From JAPAN,https://www.ebay.com/itm/Excellent-Nikon-Nikkor-S-C-Auto-50mm-f-1-4-Non-Ai-MF-Lens-JAPAN-/372724598032,49.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor-S.C Auto 50mm f/1.4,77.0,21
69,,Excellent Nikon Nikkor 105 mm f25 25 Non Ai Portrait Lens Japan,352784967406,Excellent+++++ Nikon Nikkor 105mm f/2.5 f 2.5 Non Ai Portrait Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-Nikkor-105mm-f-2-5-f-2-5-Non-Ai-Portrait-Lens-Japan-/352784967406,119.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor 105mm f/2.5 f 2.5 Non Ai,76.0,21
33,,N MINT Nikon NIKKOR 28 mm f28 128 AiS AiS Wide Angle Lens Japan,133105843574,"""N MINT+++"" Nikon NIKKOR 28mm f/2.8 1:2.8 Ai-S AiS Wide Angle Lens From Japan",https://www.ebay.com/itm/N-MINT-Nikon-NIKKOR-28mm-f-2-8-1-2-8-Ai-S-AiS-Wide-Angle-Lens-Japan-/133105843574,202.15,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR 28mm f/2.8 Ai-S Wide Angle lens,76.0,21
98,,EXC Nikon AIS 35 mm AIS Ais Wide Angle MF Caps Japan FS 4477,274001676911,EXC+++ Nikon AIS 35mm f1.4 AI-S Ais Wide Angle MF w/ Caps From Japan F/S #4477,https://www.ebay.com/itm/EXC-Nikon-AIS-35mm-f1-4-AI-S-Ais-Wide-Angle-MF-w-Caps-Japan-F-S-4477-/274001676911,397.38,USD,JP,3323,Lenses,FixedPrice,Used,Nikon AIS 35mm f1.4,76.0,21
70,,Excellent Nikon F Photomic FTN NIKKOR S Auto 50 mm Japan,372750819789,[Excellent+++++] Nikon F Photomic FTN NIKKOR S Auto 50mm f1.4 from Japan,https://www.ebay.com/itm/Excellent-Nikon-F-Photomic-FTN-NIKKOR-S-Auto-50mm-f1-4-Japan-/372750819789,159.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F Photomic FTN,75.0,10
44,,Nikon AFS Zoom Nikkor VR 70200 mm f28 G ED Lens Mint Japan 461,283612395007,Nikon AF-S Zoom Nikkor VR 70-200mm f/2.8 G IF ED Lens [Mint] From Japan (461),https://www.ebay.com/itm/Nikon-AF-S-Zoom-Nikkor-VR-70-200mm-f-2-8-G-IF-ED-Lens-Mint-Japan-461-/283612395007,899.0,USD,JP,3323,Lenses,StoreInventory,Used,AF-S Zoom Nikkor VR 70-200mm f/2.8 G IF ED,75.0,21
70,,APP Near MintAS Nikon F Photomic FTN Finder Nikon F SLR Camera 2775,193107289758,"""APP Near Mint(AS IS)"" Nikon F Photomic FTN Finder For Nikon F SLR Camera  #2775",https://www.ebay.com/itm/APP-Near-Mint-AS-IS-Nikon-F-Photomic-FTN-Finder-Nikon-F-SLR-Camera-2775-/193107289758,49.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F Photomic FTN,75.0,10
96,,Parts Nikon F Photomic FTN 35 mm SLR Film Camera Body SN7076455 Japan,283596742175,[For Parts] Nikon F Photomic FTN 35mm SLR Film Camera Body SN7076455 From Japan,https://www.ebay.com/itm/For-Parts-Nikon-F-Photomic-FTN-35mm-SLR-Film-Camera-Body-SN7076455-Japan-/283596742175,69.9,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F Photomic FTN,75.0,10
98,,Tamron SP A005 70300 mm f4056 Di VC USD Lens Nikon JAPAN,153552874062,Tamron SP A005 70-300mm f/4.0-5.6 Di VC USD Lens Nikon from JAPAN excellent++,https://www.ebay.com/itm/Tamron-SP-A005-70-300mm-f-4-0-5-6-Di-VC-USD-Lens-Nikon-JAPAN-excellent-/153552874062,203.94,USD,JP,3323,Lenses,FixedPrice,Used,A005,75.0,21
70,,Nikon F80 35 mm SLR Film CameraExcFrom Japan,293240904880,"Nikon F80, 35mm SLR Film Camera""Exc++""From Japan",https://www.ebay.com/itm/Nikon-F80-35mm-SLR-Film-Camera-Exc-From-Japan-/293240904880,37.0,USD,JP,15230,Film Cameras,FixedPrice,Used,F80,74.0,10
30,,Nikon Zoom NIKKOR 3570 mm f28 D AF Lens READ wCase Japan 4596,273948867292,"Nikon Zoom NIKKOR 35-70mm f/2.8 D AF Lens ""READ"" w/Case From Japan [4596]",https://www.ebay.com/itm/Nikon-Zoom-NIKKOR-35-70mm-f-2-8-D-AF-Lens-READ-w-Case-Japan-4596-/273948867292,169.15,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Zoom NIKKOR 35-70mm f/2.8 D AF,74.0,21
77,,MINTNIKON NIKKORSC Auto 50 mm F14 Ai MF Lens HS1 METAL Hood JP,323924364583,【MINT】NIKON NIKKOR-S.C Auto 50mm F/1.4 Ai Conversted MF Lens +HS-1 METAL Hood JP,https://www.ebay.com/itm/MINT-NIKON-NIKKOR-S-C-Auto-50mm-F-1-4-Ai-Conversted-MF-Lens-HS-1-METAL-Hood-JP-/323924364583,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor S.C Auto 50mm f1.4,74.0,21
36,,Exc4Nikon DP20 View Finder Nikon F4 F4S F4E japan 182,233341990261,【Exc4】Nikon DP-20 View Finder for Nikon F4  F4S F4E from japan #182,https://www.ebay.com/itm/Exc4-Nikon-DP-20-View-Finder-Nikon-F4-F4S-F4E-japan-182-/233341990261,27.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,Nikon DP-20,74.0,36
38,,Nikon NIKKOR P Auto 105 mm f25 Non Ai MF Prime EXC TESTED482255,133162551258,"Nikon NIKKOR P Auto 105mm f/2.5 Non Ai MF Prime Portrate ""EXC+++"" TESTED482255",https://www.ebay.com/itm/Nikon-NIKKOR-P-Auto-105mm-f-2-5-Non-Ai-MF-Prime-Portrate-EXC-TESTED482255-/133162551258,109.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR P Auto 105mm f/2.5,73.0,21
78,,Exc Nikon Nikkor P Auto 105 mm F25 Ai Hood Japan 166,143354588843,【Exc+++++】 Nikon Nikkor P Auto 105mm F/2.5 Ai Converted w/ Hood From Japan #166,https://www.ebay.com/itm/Exc-Nikon-Nikkor-P-Auto-105mm-F-2-5-Ai-Converted-w-Hood-Japan-166-/143354588843,139.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor P Auto 105mm F/2.5,73.0,21
