,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Title,CurrentPrice,BidOrBuy,shopName,ItemUrl,CategoryId,en_Title,en_short_Title,short_Title,Target_y,Feature_Lenses_mm,Feature_Lenses_nikon,Feature_Lenses_lens,Feature_Lenses_japan,Feature_Lenses_nikkor,Feature_Lenses_from,Feature_Lenses_af,Feature_Lenses_ais,Feature_Lenses_f28,Feature_Lenses_mint,Feature_Lenses_mf,Feature_Lenses_for,Feature_Lenses_excellent,Feature_Lenses_ai,Feature_Lenses_,Feature_Lenses_near,Feature_Lenses_zoom,Feature_Lenses_50,Feature_Lenses_d,Feature_Lenses_f,Feature_Lenses_auto,Feature_Lenses_exc,Feature_Lenses_ed,Feature_Lenses_f14,Feature_Lenses_f2,Feature_Lenses_wide,Feature_Lenses_w,Feature_Lenses_mount,Feature_Lenses_35,Feature_Lenses_prime,Feature_Film Cameras_mm,Feature_Film Cameras_nikon,Feature_Film Cameras_camera,Feature_Film Cameras_35,Feature_Film Cameras_film,Feature_Film Cameras_slr,Feature_Film Cameras_japan,Feature_Film Cameras_from,Feature_Film Cameras_body,Feature_Film Cameras_,Feature_Film Cameras_only,Feature_Film Cameras_mint,Feature_Film Cameras_black,Feature_Film Cameras_near,Feature_Film Cameras_w,Feature_Film Cameras_excellent,Feature_Film Cameras_f2,Feature_Film Cameras_exc,Feature_Film Cameras_f,Feature_Film Cameras_point,Feature_Film Cameras_shoot,Feature_Film Cameras_50,Feature_Film Cameras_photomic,Feature_Film Cameras_lens,Feature_Film Cameras_fe,Feature_Film Cameras_l35,Feature_Film Cameras_strap,Feature_Film Cameras_af,Feature_Film Cameras_in,Feature_Film Cameras_f4,Feature_Viewfinders & Eyecups_nikon,Feature_Viewfinders & Eyecups_for,Feature_Viewfinders & Eyecups_finder,Feature_Viewfinders & Eyecups_from,Feature_Viewfinders & Eyecups_japan,Feature_Viewfinders & Eyecups_,Feature_Viewfinders & Eyecups_mint,Feature_Viewfinders & Eyecups_dp20,Feature_Viewfinders & Eyecups_f4,Feature_Viewfinders & Eyecups_level,Feature_Viewfinders & Eyecups_f4s,Feature_Viewfinders & Eyecups_excellent,Feature_Viewfinders & Eyecups_f2,Feature_Viewfinders & Eyecups_f4e,Feature_Viewfinders & Eyecups_view,Feature_Viewfinders & Eyecups_f,Feature_Viewfinders & Eyecups_near,Feature_Viewfinders & Eyecups_photomic,Feature_Viewfinders & Eyecups_f3,Feature_Viewfinders & Eyecups_eye,Feature_Viewfinders & Eyecups_focusing,Feature_Viewfinders & Eyecups_screen,Feature_Viewfinders & Eyecups_type,Feature_Viewfinders & Eyecups_waist,Feature_Viewfinders & Eyecups_viewfinder,Feature_Viewfinders & Eyecups_angle,Feature_Viewfinders & Eyecups_box,Feature_Viewfinders & Eyecups_in,Feature_Viewfinders & Eyecups_f5,Feature_Viewfinders & Eyecups_right,Feature_Digital Cameras_nikon,Feature_Digital Cameras_digital,Feature_Digital Cameras_camera,Feature_Digital Cameras_body,Feature_Digital Cameras_slr,Feature_Digital Cameras_,Feature_Digital Cameras_black,Feature_Digital Cameras_coolpix,Feature_Digital Cameras_japan,Feature_Digital Cameras_1,Feature_Digital Cameras_superb,Feature_Digital Cameras_mp,Feature_Digital Cameras_w,Feature_Digital Cameras_lens,Feature_Digital Cameras_mm,Feature_Digital Cameras_from,Feature_Digital Cameras_mint,Feature_Digital Cameras_mirrorless,Feature_Digital Cameras_tested,Feature_Digital Cameras_compact,Feature_Digital Cameras_count,Feature_Digital Cameras_shutter,Feature_Digital Cameras_vr,Feature_Digital Cameras_only,Feature_Digital Cameras_kit,Feature_Digital Cameras_excellent,Feature_Digital Cameras_1030,Feature_Digital Cameras_363mp,Feature_Digital Cameras_fx,Feature_Digital Cameras_box,Feature_Flashes_nikon,Feature_Flashes_speedlight,Feature_Flashes_flash,Feature_Flashes_japan,Feature_Flashes_from,Feature_Flashes_mount,Feature_Flashes_shoe,Feature_Flashes_for,Feature_Flashes_mint,Feature_Flashes_excellent,Feature_Flashes_near,Feature_Flashes_wcase,Feature_Flashes_sb24,Feature_Flashes_w,Feature_Flashes_sb28,Feature_Flashes_ttl,Feature_Flashes_box,Feature_Flashes_,Feature_Flashes_in,Feature_Flashes_case,Feature_Flashes_sb23,Feature_Flashes_sb17,Feature_Flashes_f3,Feature_Flashes_sb7,Feature_Flashes_sb400,Feature_Flashes_sb22,Feature_Flashes_sb800,Feature_Flashes_speed,Feature_Flashes_light,Feature_Flashes_n,"Feature_Lens Adapters, Mounts & Tubes_nikon","Feature_Lens Adapters, Mounts & Tubes_japan","Feature_Lens Adapters, Mounts & Tubes_from","Feature_Lens Adapters, Mounts & Tubes_","Feature_Lens Adapters, Mounts & Tubes_for","Feature_Lens Adapters, Mounts & Tubes_mint","Feature_Lens Adapters, Mounts & Tubes_bellows","Feature_Lens Adapters, Mounts & Tubes_extension","Feature_Lens Adapters, Mounts & Tubes_pb6","Feature_Lens Adapters, Mounts & Tubes_mm","Feature_Lens Adapters, Mounts & Tubes_near","Feature_Lens Adapters, Mounts & Tubes_macro","Feature_Lens Adapters, Mounts & Tubes_ring","Feature_Lens Adapters, Mounts & Tubes_tube","Feature_Lens Adapters, Mounts & Tubes_focusing","Feature_Lens Adapters, Mounts & Tubes_adapter","Feature_Lens Adapters, Mounts & Tubes_attachment","Feature_Lens Adapters, Mounts & Tubes_excellent","Feature_Lens Adapters, Mounts & Tubes_pk13","Feature_Lens Adapters, Mounts & Tubes_275","Feature_Lens Adapters, Mounts & Tubes_copying","Feature_Lens Adapters, Mounts & Tubes_box","Feature_Lens Adapters, Mounts & Tubes_auto","Feature_Lens Adapters, Mounts & Tubes_371106","Feature_Lens Adapters, Mounts & Tubes_pb4","Feature_Lens Adapters, Mounts & Tubes_in","Feature_Lens Adapters, Mounts & Tubes_ps6","Feature_Lens Adapters, Mounts & Tubes_w","Feature_Lens Adapters, Mounts & Tubes_genuine","Feature_Lens Adapters, Mounts & Tubes_mount",Feature_Straps & Hand Grips_nikon,Feature_Straps & Hand Grips_strap,Feature_Straps & Hand Grips_,Feature_Straps & Hand Grips_japan,Feature_Straps & Hand Grips_for,Feature_Straps & Hand Grips_from,Feature_Straps & Hand Grips_camera,Feature_Straps & Hand Grips_mint,Feature_Straps & Hand Grips_excellent,Feature_Straps & Hand Grips_genuine,Feature_Straps & Hand Grips_neck,Feature_Straps & Hand Grips_shoulder,Feature_Straps & Hand Grips_near,Feature_Straps & Hand Grips_fs,Feature_Straps & Hand Grips_slr,Feature_Straps & Hand Grips_film,Feature_Straps & Hand Grips_vintage,Feature_Straps & Hand Grips_professional,Feature_Straps & Hand Grips_1988,Feature_Straps & Hand Grips_seoul,Feature_Straps & Hand Grips_summer,Feature_Straps & Hand Grips_olympic,Feature_Straps & Hand Grips_black,Feature_Straps & Hand Grips_grip,Feature_Straps & Hand Grips_mm,Feature_Straps & Hand Grips_rare,Feature_Straps & Hand Grips_exc,Feature_Straps & Hand Grips_official,Feature_Straps & Hand Grips_sn584,Feature_Straps & Hand Grips_gr1010,Feature_Lens Hoods_lens,Feature_Lens Hoods_nikon,Feature_Lens Hoods_hood,Feature_Lens Hoods_mm,Feature_Lens Hoods_for,Feature_Lens Hoods_metal,Feature_Lens Hoods_japan,Feature_Lens Hoods_from,Feature_Lens Hoods_excellent,Feature_Lens Hoods_nikkor,Feature_Lens Hoods_f35,Feature_Lens Hoods_genuine,Feature_Lens Hoods_105,Feature_Lens Hoods_f25,Feature_Lens Hoods_135,Feature_Lens Hoods_,Feature_Lens Hoods_screwin,Feature_Lens Hoods_afs,Feature_Lens Hoods_hs8,Feature_Lens Hoods_f,Feature_Lens Hoods_50,Feature_Lens Hoods_hn7,Feature_Lens Hoods_hn24,Feature_Lens Hoods_80200,Feature_Lens Hoods_f28,Feature_Lens Hoods_ais,Feature_Lens Hoods_85,Feature_Lens Hoods_hb25,Feature_Lens Hoods_vr,Feature_Lens Hoods_24120,Feature_Remotes & Shutter Releases_nikon,Feature_Remotes & Shutter Releases_from,Feature_Remotes & Shutter Releases_japan,Feature_Remotes & Shutter Releases_release,Feature_Remotes & Shutter Releases_cable,Feature_Remotes & Shutter Releases_for,Feature_Remotes & Shutter Releases_shutter,Feature_Remotes & Shutter Releases_mint,Feature_Remotes & Shutter Releases_,Feature_Remotes & Shutter Releases_f,Feature_Remotes & Shutter Releases_f2,Feature_Remotes & Shutter Releases_ar2,Feature_Remotes & Shutter Releases_remote,Feature_Remotes & Shutter Releases_near,Feature_Remotes & Shutter Releases_excellent,Feature_Remotes & Shutter Releases_n,Feature_Remotes & Shutter Releases_fe,Feature_Remotes & Shutter Releases_fm,Feature_Remotes & Shutter Releases_cord,Feature_Remotes & Shutter Releases_ar3,Feature_Remotes & Shutter Releases_fs,Feature_Remotes & Shutter Releases_mr3,Feature_Remotes & Shutter Releases_md4,Feature_Remotes & Shutter Releases_md12,Feature_Remotes & Shutter Releases_f801setc,Feature_Remotes & Shutter Releases_mc30,Feature_Remotes & Shutter Releases_11084,Feature_Remotes & Shutter Releases_exc5,Feature_Remotes & Shutter Releases_silver,Feature_Remotes & Shutter Releases_w,Feature_Motor Drives & Winders_nikon,Feature_Motor Drives & Winders_for,Feature_Motor Drives & Winders_motor,Feature_Motor Drives & Winders_drive,Feature_Motor Drives & Winders_japan,Feature_Motor Drives & Winders_,Feature_Motor Drives & Winders_from,Feature_Motor Drives & Winders_battery,Feature_Motor Drives & Winders_mint,Feature_Motor Drives & Winders_md12,Feature_Motor Drives & Winders_fm2,Feature_Motor Drives & Winders_fa,Feature_Motor Drives & Winders_fm,Feature_Motor Drives & Winders_fe,Feature_Motor Drives & Winders_md4,Feature_Motor Drives & Winders_mb1,Feature_Motor Drives & Winders_pack,Feature_Motor Drives & Winders_f2,Feature_Motor Drives & Winders_fm3a,Feature_Motor Drives & Winders_fe2,Feature_Motor Drives & Winders_near,Feature_Motor Drives & Winders_mintnikon,Feature_Motor Drives & Winders_f3,Feature_Motor Drives & Winders_in,Feature_Motor Drives & Winders_box,Feature_Motor Drives & Winders_top,Feature_Motor Drives & Winders_md2,Feature_Motor Drives & Winders_mk1,Feature_Motor Drives & Winders_firing,Feature_Motor Drives & Winders_rate
0,0,0,0,0,ニコン MFカメラレンズ、ジャンク扱い,8838.0,,,https://page.auctions.yahoo.co.jp/jp/auction/d391533853,2084261693,"Nikon MF camera lens, junk treatment",Nikon MF camera lens junk treatment,ニコン MF カメラ レンズ ジャンク 扱い,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,Nikon ニコン 純正 AF NIKKOR 28-85mm オートフォーカス高級ズームレンズ 1:3.5-4.5,3000.0,,,https://page.auctions.yahoo.co.jp/jp/auction/f376078688,2084261684,Nikon Nikon Genuine AF NIKKOR 28-85mm Autofocus luxury zoom lens 1: 3.5-4.5,Nikon Nikon Genuine AF NIKKOR 2885 mm Autofocus luxury zoom lens 1 3545,Nikon ニコン 純正 AF NIKKOR 28 85 mm オートフォーカス 高級 ズームレンズ 1 3. 5 4 5,20,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2,2,2,Nikon D5300 ボディ ジャンク品 AF不良 ライブビューAF撮影は可能です。,12000.0,,,https://page.auctions.yahoo.co.jp/jp/auction/d390852914,2084261636,Nikon D5300 Body Junk AF failure Live View AF shooting is possible.,Nikon D5300 Body Junk AF failure Live View AF shooting,Nikon 5300 ボディ ジャンク 品 AF 不良 ライブ ビュー AF 撮影,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3,3,3,【送無】Nikon AF-S 200-500mm f5.6E ED VR 美品,104800.0,,,https://page.auctions.yahoo.co.jp/jp/auction/k414448295,2084261684,[Not sent] Nikon AF-S 200-500mm f5.6E ED VR beautiful goods,Nikon AFS 200500 mm f56E ED VR goods,送無 Nikon AF 200 500 mm f 5 6 ED VR 美品,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,4,【ニコン】ニッコール NIKKOR-W135mmF5.6大判カメラ用レンズ レンズボード付き,11800.0,,,https://page.auctions.yahoo.co.jp/jp/auction/w335522609,23692,[Nikon] Nikkor NIKKOR-W135mmF5.6 large format camera lens with lens board,Nikon Nikkor NIKKORW135mmF56 format camera lens lens board,ニコン ニッコール NIKKOR 135 mmF 5 6 大判 カメラ 用 レンズ レンズ ボード 付き,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,5,★ほぼ新品★ ニコン Nikon COOLPIX A10 レッド ★即決特典有り！★（19Au25M-RZ）,8800.0,10000.0,,https://page.auctions.yahoo.co.jp/jp/auction/s690661669,2084261644,★ Almost new ★ Nikon Nikon COOLPIX A10 Red ★ There is a prompt decision bonus! ★ (19Au25M-RZ),Nikon Nikon COOLPIX A10 Red decision bonus 19Au25MRZ,新品 ニコン Nikon COOLPIX 10 レッド 即決 特典 有り 19 Au M RZ,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,6,6,6,シグマ Sigma 24-70mm f/2.8 DG HSM EX DG ニコン用 (324-W762),47800.0,47800.0,,https://page.auctions.yahoo.co.jp/jp/auction/q316451467,2084261684,Sigma Sigma 24-70mm f / 2.8 DG HSM EX DG for Nikon (324-W762),Sigma Sigma 2470 mm 28 DG HSM EX DG Nikon 324W762,70mm 2. 8 DG HS EX DG ニコン 用 324 W 762,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,7,★超希少★シュナイダー Schneider KREUZACH PC-SUPER ANGULON 2.8/28★ニコンFマウント★ドイツ製,35750.0,,,https://page.auctions.yahoo.co.jp/jp/auction/c775776986,2084261693,★ Super rare ★ Schneider KREUZACH PC-SUPER ANGULON 2.8 / 28 ★ Nikon F mount ★ Made in Germany,Super Schneider KREUZACH ANGULON 28 28 Nikon F mount Germany,超 シュナイダー Schneider KREUZACH PC SUPER ANGULON 2 8 28 ニコン マウント ドイツ 製,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,8,8,8,正規品 Nikon ニコン カメラ レンズ NIKKOR 28mm 1:2 レンズキャップ リアキャップ付き,5250.0,,,https://page.auctions.yahoo.co.jp/jp/auction/j594919892,2084261693,Genuine Nikon Nikon Camera Lens NIKKOR 28mm 1: 2 Lens Cap With Rear Cap,Genuine Nikon Nikon Camera Lens NIKKOR 28 mm 1 2 Lens Cap Rear Cap,正規 品 Nikon ニコン カメラ レンズ NIKKOR 28 mm 1 2 レンズ キャップ リア キャップ 付き,18,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,9,9,9,正規品 Nikon ニコン F3用 ウエストレベルファインダー DW-3 カメラ 一眼レフ アクセサリー,1100.0,,,https://page.auctions.yahoo.co.jp/jp/auction/n372092297,23760,Genuine Nikon Nikon F3 Waist Level Finder DW-3 Camera SLR Accessories,Genuine Nikon Nikon F3 Waist Level Finder DW3 Camera SLR Accessories,正規 品 Nikon ニコン 3 用 ウエスト レベル ファインダー DW 3 カメラ 一 眼 レフ アクセサリー,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
