,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition
84,,Nikon FM10 35 mm SLR Film Camera Body SN2602460,264481031652,Nikon FM10 35mm SLR Film Camera Body Only  SN2602460,https://www.ebay.com/itm/Nikon-FM10-35mm-SLR-Film-Camera-Body-Only-SN2602460-/264481031652,51.8,USD,JP,15230,Film Cameras,StoreInventory,Used
85,,Nikon New Nikkor 135 mm f28 MF Lens Ai Japan 13,133178581296,[Excellent+++++] Nikon New Nikkor 135mm f/2.8 MF Lens from non Ai Japan #13,https://www.ebay.com/itm/Excellent-Nikon-New-Nikkor-135mm-f-2-8-MF-Lens-non-Ai-Japan-13-/133178581296,79.99,USD,JP,3323,Lenses,FixedPrice,Used
88,,Nikon Ais Zoom Nikkor 3570 mm Manual MF Zoom Lens Japan Excellent,163588871711,Nikon Ai-s Zoom Nikkor 35-70mm f/3.5 Manual MF Zoom Lens From Japan Excellent,https://www.ebay.com/itm/Nikon-Ai-s-Zoom-Nikkor-35-70mm-f-3-5-Manual-MF-Zoom-Lens-Japan-Excellent-/163588871711,125.0,USD,JP,3323,Lenses,StoreInventory,Used
89,,Nikon 28Ti 35 mm Point Shoot Film Camera 23809 D1,133181664602,Nikon 28Ti 35mm Point & Shoot Film Camera #23809 D1,https://www.ebay.com/itm/Nikon-28Ti-35mm-Point-Shoot-Film-Camera-23809-D1-/133181664602,880.0,USD,JP,15230,Film Cameras,FixedPrice,Used
96,,Nikon Type I Teleconverter Near Mint Japan 03L1124,323759030919,Nikon TC-20E Type I Teleconverter [Near Mint] from Japan #03L1124,https://www.ebay.com/itm/Nikon-TC-20E-Type-Teleconverter-Near-Mint-Japan-03L1124-/323759030919,90.0,USD,JP,3323,Lenses,FixedPrice,Used
98,,MintVoigtlander Ultron 40 mm F2 SL Lens Ais Nikon Japan 470784,233303393334,【Near Mint】Voigtlander Ultron 40mm F2 SL Lens Ai-s for Nikon from Japan 470784,https://www.ebay.com/itm/Near-Mint-Voigtlander-Ultron-40mm-F2-SL-Lens-Ai-s-Nikon-Japan-470784-/233303393334,354.98,USD,JP,3323,Lenses,StoreInventory,Used
0,,APP N MINT Nikon Nikkor 28 mm f35 Ai MF Wide Angle 35 mm SLR Lens JAPAN,323836192795,[ APP N MINT ] Nikon Nikkor 28mm f/3.5 Ai MF Wide Angle 35mm SLR Lens from JAPAN,https://www.ebay.com/itm/APP-N-MINT-Nikon-Nikkor-28mm-f-3-5-Ai-MF-Wide-Angle-35mm-SLR-Lens-JAPAN-/323836192795,33.99,USD,JP,3323,Lenses,StoreInventory,Used
2,,Near Mint Sigma AF 24 mm Super II Lens Nikon JAPAN,223632940720,[Near Mint] Sigma AF 24mm f/2.8 Super Wide II Lens for Nikon From JAPAN,https://www.ebay.com/itm/Near-Mint-Sigma-AF-24mm-f-2-8-Super-Wide-II-Lens-Nikon-JAPAN-/223632940720,107.99,USD,JP,3323,Lenses,StoreInventory,Used
5,,MINT Nikon SB17 Speedlight Shoe Mount Flash Free Shipping Japan,392329981826,"[Near MINT] Nikon SB-17 Speedlight Shoe Mount Flash ""Free Shipping"" From Japan",https://www.ebay.com/itm/Near-MINT-Nikon-SB-17-Speedlight-Shoe-Mount-Flash-Free-Shipping-Japan-/392329981826,34.98,USD,JP,48515,Flashes,FixedPrice,Used
17,,Excellent Sigma 1850 mm f2845 DC OS Nikon Japan A766,123801635155,Excellent+++++ Sigma 18-50mm f/2.8-4.5 DC OS For Nikon from Japan A766,https://www.ebay.com/itm/Excellent-Sigma-18-50mm-f-2-8-4-5-DC-OS-Nikon-Japan-A766-/123801635155,149.0,USD,JP,3323,Lenses,StoreInventory,Used
19,,Nikon Nikkor AF MICRO 60 mm F28 D Prime Lens EL2144,283605648811,Nikon Nikkor AF MICRO 60mm F2.8 D Prime Lens #EL2144,https://www.ebay.com/itm/Nikon-Nikkor-AF-MICRO-60mm-F2-8-D-Prime-Lens-EL2144-/283605648811,199.99,USD,JP,3323,Lenses,StoreInventory,Used
25,,Mint Nikon AF Nikkor 35 mm F2 Angle Lens DX FX Filter Japan,264482732609,[Near Mint+] Nikon AF Nikkor 35mm F2 Wide Angle Lens For DX FX Filter From Japan,https://www.ebay.com/itm/Near-Mint-Nikon-AF-Nikkor-35mm-F2-Wide-Angle-Lens-DX-FX-Filter-Japan-/264482732609,214.99,USD,JP,3323,Lenses,StoreInventory,Used
26,,Nikon Silver FE 35 mm SLR Film Camera Excellent No FE3216900,233326778930,Nikon Silver FE 35mm SLR Film Camera Excellent- No.  FE3216900,https://www.ebay.com/itm/Nikon-Silver-FE-35mm-SLR-Film-Camera-Excellent-No-FE3216900-/233326778930,75.0,USD,JP,15230,Film Cameras,StoreInventory,Used
31,,Nikon Silver FE 35 mm SLR Film Camera Nikkor 4386 mm f35 Lens Excellent,333333971371,Nikon Silver FE 35mm SLR Film Camera w Nikkor 43-86mm f/3.5 Lens Excellent,https://www.ebay.com/itm/Nikon-Silver-FE-35mm-SLR-Film-Camera-w-Nikkor-43-86mm-f-3-5-Lens-Excellent-/333333971371,82.0,USD,JP,15230,Film Cameras,StoreInventory,Used
33,,MintNikon Nikkor Ais 50 mm f18 Pancake F mount Lens Japan Cg52,133158811449,【Mint】Nikon Nikkor Ai-s 50mm f/1.8 Pancake F mount Lens  from Japan Cg-52,https://www.ebay.com/itm/Mint-Nikon-Nikkor-Ai-s-50mm-f-1-8-Pancake-F-mount-Lens-Japan-Cg-52-/133158811449,126.99,USD,JP,3323,Lenses,StoreInventory,Used
34,,Near MintNikon Ai NIKKOR 50 mm F14 Ai MF Lens Japan1546,283629314813,【Near Mint】Nikon Ai NIKKOR 50mm F/1.4 Ai MF Lens from Japan-#1546,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-NIKKOR-50mm-F-1-4-Ai-MF-Lens-Japan-1546-/283629314813,109.99,USD,JP,3323,Lenses,StoreInventory,Used
38,,Excllent Nikon Angle Finder DR3 Nikon Camera F2 F3 Japan 018,392264339688,"【Excllent +++】Nikon Angle Finder DR-3  For Nikon Camera F2, F3 from Japan #018",https://www.ebay.com/itm/Excllent-Nikon-Angle-Finder-DR-3-Nikon-Camera-F2-F3-Japan-018-/392264339688,17.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used
