,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts,Target
48,,Exc Nikon Ai Nikkor 135 mm f28 MF Prime Telephoto Lens Japan A1682,303257480566,"""Exc+++"" Nikon Ai Nikkor 135mm f/2.8 MF Prime Telephoto Lens from Japan #A1682",https://www.ebay.com/itm/Exc-Nikon-Ai-Nikkor-135mm-f-2-8-MF-Prime-Telephoto-Lens-Japan-A1682-/303257480566,99.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm f/2.8,214.0,3
78,,Nikon Ai Nikkor 135 mm f28 MF Portrait Lens wHood JAPAN,352733555953,Excellent+++++ Nikon Ai Nikkor 135mm f/2.8 MF Portrait Lens w/Hood From JAPAN,https://www.ebay.com/itm/Excellent-Nikon-Ai-Nikkor-135mm-f-2-8-MF-Portrait-Lens-w-Hood-JAPAN-/352733555953,149.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm f/2.8,214.0,3
27,,Mint Nikon Ai NIKKOR 135 mm F28 Manuel Focus MF Telephoto Lens Japan,233354738893,Near Mint Nikon Ai NIKKOR 135mm F/2.8 Manuel Focus MF Telephoto Lens from Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-NIKKOR-135mm-F-2-8-Manuel-Focus-MF-Telephoto-Lens-Japan-/233354738893,145.0,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AI NIKKOR 135mm F/2.8,214.0,3
13,,Nikon Ai Nikkor 135 mm F28 MF Telephoto Prime Lens Exc Japan Free Ship,113769843020,Nikon Ai Nikkor 135mm F/2.8 MF Telephoto Prime Lens [Exc-] from Japan Free Ship,https://www.ebay.com/itm/Nikon-Ai-Nikkor-135mm-F-2-8-MF-Telephoto-Prime-Lens-Exc-Japan-Free-Ship-/113769843020,109.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm F/2.8,214.0,3
74,,Nikon Ai Nikkor 135 mm F28 MF Telephoto Lens Japan,113839352415,[Excellent+++++] Nikon Ai Nikkor 135mm F/2.8 MF Telephoto Lens from Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-Nikkor-135mm-F-2-8-MF-Telephoto-Lens-Japan-/113839352415,124.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm F/2.8,214.0,3
80,,Top Mint Nikon Ai Nikkor 135 mm F28 Telephoto MF Lens Japan C658,303294513068,"""Top Mint"" Nikon Ai Nikkor 135mm F/2.8 Telephoto MF Lens From Japan C658",https://www.ebay.com/itm/Top-Mint-Nikon-Ai-Nikkor-135mm-F-2-8-Telephoto-MF-Lens-Japan-C658-/303294513068,179.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm F/2.8,214.0,3
42,,MINT Nikon AI Nikkor 135 mm F28 MF Telephoto Lens JAPAN 070,303244720846,[Near MINT] Nikon AI Nikkor 135mm F/2.8 MF Telephoto Lens from JAPAN #070,https://www.ebay.com/itm/Near-MINT-Nikon-AI-Nikkor-135mm-F-2-8-MF-Telephoto-Lens-JAPAN-070-/303244720846,145.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm F/2.8,214.0,3
82,,MintNIKON AI NIKKOR 135 mm F28 128 MF Telephoto HS5 Metal Hood JAPAN,323905374908,【Near Mint】NIKON AI NIKKOR 135mm F/2.8 1:2.8 MF Telephoto +HS-5 Metal Hood JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-AI-NIKKOR-135mm-F-2-8-1-2-8-MF-Telephoto-HS-5-Metal-Hood-JAPAN-/323905374908,149.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AI NIKKOR 135mm F/2.8,214.0,3
17,,ExcellentNikon Ai Nikkor 135 mm Telephoto MF Lens Japan 296724,153577773752,【Excellent++++】Nikon Ai Nikkor 135mm f/2.8 Telephoto MF Lens from Japan #296724,https://www.ebay.com/itm/Excellent-Nikon-Ai-Nikkor-135mm-f-2-8-Telephoto-MF-Lens-Japan-296724-/153577773752,139.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm f/2.8,214.0,3
79,,Exc Nikon Ai Nikkor 135 mm F28 MF Telephoto Lens Japan A0261,223456210397,**Exc+++++** Nikon Ai Nikkor 135mm F/2.8 MF Telephoto Lens From Japan A0261,https://www.ebay.com/itm/Exc-Nikon-Ai-Nikkor-135mm-F-2-8-MF-Telephoto-Lens-Japan-A0261-/223456210397,169.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm F/2.8,214.0,3
49,,MintNIKON AI NIKKOR 135 mm F28 128 MF Telephoto Lens BOX JAPAN,323915115208,【Near Mint】NIKON AI NIKKOR 135mm F/2.8 1:2.8 MF Telephoto Lens +BOX From JAPAN,https://www.ebay.com/itm/Near-Mint-NIKON-AI-NIKKOR-135mm-F-2-8-1-2-8-MF-Telephoto-Lens-BOX-JAPAN-/323915115208,144.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AI NIKKOR 135mm F/2.8,214.0,3
16,,Mint Nikon Ai Nikkor 135 mm F28 MF Telephoto Lens Japan 485117,193094061005,Near Mint Nikon Ai Nikkor 135mm F/2.8 MF Telephoto Lens from Japan 485117,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-Nikkor-135mm-F-2-8-MF-Telephoto-Lens-Japan-485117-/193094061005,134.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 135mm f/2.8,214.0,3
13,,Mint Nikon NIKKOR Ai 28 mm F28 MF Wide Angle Lens F Mount Japan,392429753728,[Near Mint] Nikon NIKKOR Ai 28mm F/2.8 MF Wide Angle Lens F Mount From Japan,https://www.ebay.com/itm/Near-Mint-Nikon-NIKKOR-Ai-28mm-F-2-8-MF-Wide-Angle-Lens-F-Mount-Japan-/392429753728,79.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR Ai 28mm F/2.8,213.0,3
11,,MINTNIKON NIKKOR AI 28 mm F28 128 MF Angle Prime Lens JAPAN,323904378360,【MINT】NIKON NIKKOR AI 28mm F/2.8 1:2.8 MF Wide Angle Prime Lens From JAPAN,https://www.ebay.com/itm/MINT-NIKON-NIKKOR-AI-28mm-F-2-8-1-2-8-MF-Wide-Angle-Prime-Lens-JAPAN-/323904378360,109.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON NIKKOR AI 28mm F/2.8,213.0,3
70,,MINT CASE NIKON AI NIKKOR 28MM F28 MF WIDE ANGLE LENS JAPAN,264436439484,*MINT+++++ IN CASE* NIKON AI NIKKOR 28MM F2.8 MF WIDE ANGLE LENS FROM JAPAN,https://www.ebay.com/itm/MINT-CASE-NIKON-AI-NIKKOR-28MM-F2-8-MF-WIDE-ANGLE-LENS-JAPAN-/264436439484,149.9,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 28mm F2.8,211.0,3
17,,Exc Nikon Ai Nikkor 28 mm F28 Wide Angle MF Lens Japan 0040,323886334504,[Exc+++++] Nikon Ai Nikkor 28mm F/2.8 Wide Angle MF Lens From Japan 0040,https://www.ebay.com/itm/Exc-Nikon-Ai-Nikkor-28mm-F-2-8-Wide-Angle-MF-Lens-Japan-0040-/323886334504,99.9,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 28mm f/2.8,211.0,3
57,,Nikon Nikkor Ai 28 mm f28 Wide Angle MF Lenswcaps JAPAN,223608890083,Nikon Nikkor Ai 28mm f2.8 Wide Angle MF Lens.w/caps. from JAPAN,https://www.ebay.com/itm/Nikon-Nikkor-Ai-28mm-f2-8-Wide-Angle-MF-Lens-w-caps-JAPAN-/223608890083,97.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikkor Ai 28mm f2.8,211.0,3
50,,NearMINT Nikon Ai Nikkor 28 mm f28 MF Lens w Hood Cap Japan 5111,264413858250,"""NearMINT"" Nikon Ai Nikkor 28mm f/2.8 MF Lens w/ Hood Cap From Japan #5111",https://www.ebay.com/itm/NearMINT-Nikon-Ai-Nikkor-28mm-f-2-8-MF-Lens-w-Hood-Cap-Japan-5111-/264413858250,119.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 28mm f/2.8,211.0,3
38,,MINTNIKON NIKKOR AIS AIS 28 mm F28 128 MF Angle Prime Lens JAPAN,323891795989,【MINT】NIKON NIKKOR AI-S AIS 28mm F/2.8 1:2.8 MF Wide Angle Prime Lens From JAPAN,https://www.ebay.com/itm/MINT-NIKON-NIKKOR-AI-S-AIS-28mm-F-2-8-1-2-8-MF-Wide-Angle-Prime-Lens-JAPAN-/323891795989,199.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON NIKKOR AIS 28mm F/2.8,211.0,3
29,,Optical Mint Nikon Ai Nikkor 28 mm f28 Wide Angle Lens MF JAPAN 0910,323852179720,"""Optical Mint"" Nikon Ai Nikkor 28mm f2.8 Wide Angle Lens MF from JAPAN #0910",https://www.ebay.com/itm/Optical-Mint-Nikon-Ai-Nikkor-28mm-f2-8-Wide-Angle-Lens-MF-JAPAN-0910-/323852179720,84.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 28mm F2.8,211.0,3
78,,Nikon Ai Nikkor 28 mm F28 MF Wide Angle Lens Excellent Japan 1440,293224542112,Nikon Ai Nikkor 28mm F2.8 MF Wide Angle Lens [Excellent+++] From Japan #1440,https://www.ebay.com/itm/Nikon-Ai-Nikkor-28mm-F2-8-MF-Wide-Angle-Lens-Excellent-Japan-1440-/293224542112,99.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR 28mm f/2.8,211.0,3
43,,AS Nikon Nikkor S Auto NonAI 50 mm MF Standard Lens Japan 190322,173939471406,【AS IS】 Nikon Nikkor S Auto Non-AI 50mm f1.4 MF Standard Lens From Japan #190322,https://www.ebay.com/itm/AS-IS-Nikon-Nikkor-S-Auto-Non-AI-50mm-f1-4-MF-Standard-Lens-Japan-190322-/173939471406,29.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor S Auto 50mm f1.4 Non-Ai,205.0,3
61,,NEAR MINTNikon NIKKORS Auto NonAi 50 mm MF Lens JAPAN,392314978231,【NEAR MINT】Nikon NIKKOR-S Auto Non-Ai 50mm f/1.4 MF Lens from JAPAN,https://www.ebay.com/itm/NEAR-MINT-Nikon-NIKKOR-S-Auto-Non-Ai-50mm-f-1-4-MF-Lens-JAPAN-/392314978231,74.99,USD,JP,3323,Lenses,FixedPrice,Used,NIKKOR-S Auto Non-Ai 50mm f/1.4,202.0,3
54,,EXCNikon NIKKORS Auto Non Ai 50 mm MF Standard Lens Japan T1242,143380146713,【EXC+++】Nikon NIKKOR-S Auto Non Ai 50mm f/1.4 MF Standard Lens From Japan T1242,https://www.ebay.com/itm/EXC-Nikon-NIKKOR-S-Auto-Non-Ai-50mm-f-1-4-MF-Standard-Lens-Japan-T1242-/143380146713,59.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKKOR-S Auto Non Ai 50mm f/1.4,202.0,3
44,,NEAR MINTNikon NikkorS Auto NonAi 50 mm MF Lens wHood Japan T1179,143348509611,【NEAR MINT】Nikon Nikkor-S Auto Non-Ai 50mm f/1.4 MF Lens w/Hood From Japan T1179,https://www.ebay.com/itm/NEAR-MINT-Nikon-Nikkor-S-Auto-Non-Ai-50mm-f-1-4-MF-Lens-w-Hood-Japan-T1179-/143348509611,69.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor-S Auto Non-Ai 50mm f1.4,202.0,3
55,,ExcellentNikon NIKKORS Auto 50 mm MF Lens Japan,183953354788,【Excellent+++++】Nikon NIKKOR-S Auto 50mm f/1.4 MF Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-S-Auto-50mm-f-1-4-MF-Lens-Japan-/183953354788,59.99,USD,JP,3323,Lenses,FixedPrice,Used,NIKKOR-S Auto Non Ai 50mm f/1.4,202.0,3
34,,NEAR MINT NIKON AiS Micro NIKKOR 105 mm F28 Manual Macro Lens MF JAPAN,372725523647,NEAR MINT NIKON Ai-S Micro NIKKOR 105mm F/2.8 Manual Macro Lens MF from JAPAN,https://www.ebay.com/itm/NEAR-MINT-NIKON-Ai-S-Micro-NIKKOR-105mm-F-2-8-Manual-Macro-Lens-MF-JAPAN-/372725523647,219.0,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AF MICRO NIKKOR 105mm F/2.8,198.0,3
60,,Exc Nikon Nikkors Auto 50 mm NonAi MF Lens Japan,153641957103,【Exc++++】 Nikon Nikkor-s Auto 50mm f/1.4 Non-Ai MF Lens From Japan,https://www.ebay.com/itm/Exc-Nikon-Nikkor-s-Auto-50mm-f-1-4-Non-Ai-MF-Lens-Japan-/153641957103,59.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor-s Auto 50mm f/1.4 Non-Ai,198.0,3
50,,Mint Nikon ZoomNIKKOR AiS 80200 mm F4 ais MF Lens SN192137 Japan,312599129777,[Near Mint] Nikon Zoom-NIKKOR Ai-S 80-200mm F4 ais MF Lens SN192137 from Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Zoom-NIKKOR-Ai-S-80-200mm-F4-ais-MF-Lens-SN192137-Japan-/312599129777,88.88,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai-S Zoom-NIKKOR,196.0,3
42,,ExcellentNikon NIKKORH Auto 50 mm f2 NonAi MF Lens wHood Japan 887,113867334617,【Excellent】Nikon NIKKOR-H Auto 50mm f/2 Non-Ai MF Lens w/Hood From Japan #887,https://www.ebay.com/itm/Excellent-Nikon-NIKKOR-H-Auto-50mm-f-2-Non-Ai-MF-Lens-w-Hood-Japan-887-/113867334617,49.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR-H Auto,185.0,3
28,,Near MintNikon AiS Nikkor AiS 50 mm f18 Pancake MF Lens Japan1394,283617027900,【Near Mint】Nikon Ai-S Nikkor AiS 50mm f/1.8 Pancake MF Lens from Japan-#1394,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-S-Nikkor-AiS-50mm-f-1-8-Pancake-MF-Lens-Japan-1394-/283617027900,139.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor 50mm f1.8 AiS Pancake,180.0,3
41,,Nikon Ais Micro Nikkor 55 mm f28 Macro MF Lens Japan Exc 466177A,254302860769,Nikon Ai-s Micro Nikkor 55mm f2.8 Macro MF Lens from Japan [Exc+++++] #466177A,https://www.ebay.com/itm/Nikon-Ai-s-Micro-Nikkor-55mm-f2-8-Macro-MF-Lens-Japan-Exc-466177A-/254302860769,114.9,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai-s Micro,180.0,3
82,,Near MintNikon AiS Nikkor AiS 50 mm f18 Pancake MF Lens Japan,392425493063,【Near Mint】Nikon Ai-S Nikkor AiS 50mm f/1.8 Pancake MF Lens from Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-S-Nikkor-AiS-50mm-f-1-8-Pancake-MF-Lens-Japan-/392425493063,149.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor 50mm f1.8 AiS Pancake,180.0,3
75,,Nikon NIKKOR 50 mm f2 Ai MF Lens F Mount Exc 465889A,113823060207,Nikon NIKKOR 50mm f/2 Ai MF Lens F Mount [Exc+] #465889A,https://www.ebay.com/itm/Nikon-NIKKOR-50mm-f-2-Ai-MF-Lens-F-Mount-Exc-465889A-/113823060207,95.0,USD,JP,3323,Lenses,FixedPrice,Used,NIKKOR 50mm f/2 Ai,177.0,3
36,,EXC Nikon AiS Nikkor 50 mm f18 Pancake MF Prime Lens JAPAN R253,273973714534,【EXC+++++】 Nikon Ai-S Nikkor 50mm f/1.8 Pancake MF Prime Lens from JAPAN R253,https://www.ebay.com/itm/EXC-Nikon-Ai-S-Nikkor-50mm-f-1-8-Pancake-MF-Prime-Lens-JAPAN-R253-/273973714534,129.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai-s Nikkor 50mm f1.8 Pancake,175.0,3
45,,Nikon Nikkor 50 mm F18 Pancake MF Lens Ais Japan MINT,293181460204,Nikon Nikkor 50mm F/1.8 Pancake MF Lens Ai-s from Japan MINT-,https://www.ebay.com/itm/Nikon-Nikkor-50mm-F-1-8-Pancake-MF-Lens-Ai-s-Japan-MINT-/293181460204,124.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor 50mm F/1.8 Pancake Ai-S,174.0,3
75,,UNUSEDVoigtlander Nokton 58 mm MF SL II N Ais Nikon JAPAN 981,113848896988,【UNUSED】Voigtlander Nokton 58mm f/1.4 MF SL II N Ais For Nikon JAPAN #981,https://www.ebay.com/itm/UNUSED-Voigtlander-Nokton-58mm-f-1-4-MF-SL-II-N-Ais-Nikon-JAPAN-981-/113848896988,439.99,USD,JP,3323,Lenses,StoreInventory,Used,Voigtlander Nokton,170.0,3
8,,NEAR MINT Nikon NonAi Zoom NIKKOR AUTO 4386 mm F35 MF Lens JAPAN 1033,113854139347,【NEAR MINT】 Nikon Non-Ai Zoom NIKKOR AUTO 43-86mm F/3.5 MF Lens From JAPAN #1033,https://www.ebay.com/itm/NEAR-MINT-Nikon-Non-Ai-Zoom-NIKKOR-AUTO-43-86mm-F-3-5-MF-Lens-JAPAN-1033-/113854139347,69.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Zoom-NIKKOR Auto,167.0,3
3,,MINT BoxNikon Ai 35 mm f2 12 Wide Angle MF Lens Japan Free Shipping,264424509453,【MINT in Box】Nikon Ai 35mm f2 1:2 Wide Angle MF Lens from Japan ✈Free Shipping✈,https://www.ebay.com/itm/MINT-Box-Nikon-Ai-35mm-f2-1-2-Wide-Angle-MF-Lens-Japan-Free-Shipping-/264424509453,199.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai 35mm f2,163.0,3
14,,MINTNikon Nikkor Ai 24 mm f28 Wide Angle MF Lens Japan C986J,113906768922,【MINT+++】Nikon Nikkor Ai 24mm f/2.8 Wide Angle MF Lens from Japan C986J,https://www.ebay.com/itm/MINT-Nikon-Nikkor-Ai-24mm-f-2-8-Wide-Angle-MF-Lens-Japan-C986J-/113906768922,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor Ai 24mm f/2.8,161.0,3
58,,MINT Nikon Ai Nikkor 24 mm f28 MF Lens New Hood Japan,223625181987,【MINT】 Nikon Ai Nikkor 24mm f/2.8 MF Lens w/ New Hood from Japan,https://www.ebay.com/itm/MINT-Nikon-Ai-Nikkor-24mm-f-2-8-MF-Lens-w-New-Hood-Japan-/223625181987,183.26,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai Nikkor 24mm f/2.8,161.0,3
56,,Nikon NIKKOR 24 mm f28 Ai MF Angle Prime Lens Japan on102,133111152739,Nikon NIKKOR 24mm f/2.8 Ai MF Wide Angle Prime Lens from Japan #on102,https://www.ebay.com/itm/Nikon-NIKKOR-24mm-f-2-8-Ai-MF-Wide-Angle-Prime-Lens-Japan-on102-/133111152739,109.8,USD,JP,3323,Lenses,StoreInventory,Used,NIKKOR 24mm f/2.8 Ai,161.0,3
69,,Mint Nikon Ai Nikkor 24 mm f28 Wide Angle MF Lens Japan,163855602353,[Near Mint] Nikon Ai Nikkor 24mm f/2.8 Wide Angle MF Lens From Japan,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-Nikkor-24mm-f-2-8-Wide-Angle-MF-Lens-Japan-/163855602353,112.5,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 24mm f/2.8,161.0,3
84,,MINTNIKON AIS NIKKOR 24 mm F28 128 F Mount MF Lens JAPAN,323906417032,【MINT】NIKON AIS NIKKOR 24mm F/2.8 1:2.8 F Mount MF Lens From JAPAN,https://www.ebay.com/itm/MINT-NIKON-AIS-NIKKOR-24mm-F-2-8-1-2-8-F-Mount-MF-Lens-JAPAN-/323906417032,177.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON NIKKOR AIS 24mm F/2.8,161.0,3
34,,ExcNikon Ai Nikkor 24 mm F28 MF Wide Angle Lens Caps Japan 2208,254324448581,【Exc+++++】Nikon Ai Nikkor 24mm F2.8 MF Wide Angle Lens w/ Caps from Japan #2208,https://www.ebay.com/itm/Exc-Nikon-Ai-Nikkor-24mm-F2-8-MF-Wide-Angle-Lens-w-Caps-Japan-2208-/254324448581,121.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 24mm f/2.8,161.0,3
85,,N MINT wCase Nikon AIS 35 mm F28 MF Wide Angle Lens Ais JAPAN,274017823373,【N MINT w/Case】 Nikon AIS 35mm F2.8 MF Wide Angle Lens Ai-s From JAPAN,https://www.ebay.com/itm/N-MINT-w-Case-Nikon-AIS-35mm-F2-8-MF-Wide-Angle-Lens-Ai-s-JAPAN-/274017823373,134.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AIS 35mm F2.8,158.0,3
14,,MINT Nikon NikkorH Auto NonAi 28 mm F35 MF Lens Japan,392338101043,[MINT] Nikon Nikkor-H Auto Non-Ai 28mm F3.5 MF Lens From Japan,https://www.ebay.com/itm/MINT-Nikon-Nikkor-H-Auto-Non-Ai-28mm-F3-5-MF-Lens-Japan-/392338101043,64.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor-H Non-Ai,155.0,3
95,,N MINT Nikon Nikkor AI 35 mm f28 WIDE MF Manual Focus Lens Japan 456,273947779836,【N MINT+++】 Nikon Nikkor AI 35mm f/2.8 WIDE MF Manual Focus Lens from Japan #456,https://www.ebay.com/itm/N-MINT-Nikon-Nikkor-AI-35mm-f-2-8-WIDE-MF-Manual-Focus-Lens-Japan-456-/273947779836,119.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor AI 35mm f/2.8,150.0,3
44,,MINT Nikon Ai NIKKOR 35 mm f28 MF Manual Focus lens Japan,383178432080,Near MINT Nikon Ai NIKKOR 35mm f/2.8 MF Manual Focus lens from Japan,https://www.ebay.com/itm/Near-MINT-Nikon-Ai-NIKKOR-35mm-f-2-8-MF-Manual-Focus-lens-Japan-/383178432080,99.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR 35mm f/2.8 Ai,150.0,3
18,,N Mint Nikon New Nikkor 105 mm F25 Non Ai MF Prime Lens w Hood Filter 2379,133167947719,*N Mint* Nikon New Nikkor 105mm F/2.5 Non Ai MF Prime Lens w/ Hood Filter #2379,https://www.ebay.com/itm/N-Mint-Nikon-New-Nikkor-105mm-F-2-5-Non-Ai-MF-Prime-Lens-w-Hood-Filter-2379-/133167947719,149.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon New Nikkor,150.0,3
90,,Nikon Nikkor 35 mm f28 Ai MF Wide Angle Lens Japan,173975190248,[Very Good] Nikon Nikkor 35mm f/2.8 Ai MF Wide Angle Lens from Japan,https://www.ebay.com/itm/Very-Good-Nikon-Nikkor-35mm-f-2-8-Ai-MF-Wide-Angle-Lens-Japan-/173975190248,58.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor 35mm f/2.8 Ai,149.0,3
70,,TOP MINT Nikon Nikkor Ai 35 mm f28 Wide Angle MF Lens JAPAN 060 g,352743592125,{TOP MINT!!} Nikon Nikkor Ai 35mm f2.8 Wide Angle MF Lens from JAPAN #060g,https://www.ebay.com/itm/TOP-MINT-Nikon-Nikkor-Ai-35mm-f2-8-Wide-Angle-MF-Lens-JAPAN-060g-/352743592125,139.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR 35mm F/2.8,148.0,3
44,,EXC Nikon Ai Nikkor 35 mm f2 MF Wide Angle Lens JAPAN,173957035475,【EXC++++】 Nikon Ai Nikkor 35mm f/2 MF Wide Angle  Lens from JAPAN R124B,https://www.ebay.com/itm/EXC-Nikon-Ai-Nikkor-35mm-f-2-MF-Wide-Angle-Lens-JAPAN-R124B-/173957035475,139.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 35mm f2,148.0,3
35,,NEAR MINT Nikon Ai Nikkor 35 mm f28 Wide Angle MF Lens Japan 219,133193244002,【NEAR MINT】 Nikon Ai Nikkor 35mm f/2.8 Wide Angle MF Lens From Japan 219,https://www.ebay.com/itm/NEAR-MINT-Nikon-Ai-Nikkor-35mm-f-2-8-Wide-Angle-MF-Lens-Japan-219-/133193244002,93.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 35mm F2.8,148.0,3
51,,Nikon Ai NIKKOR 35 mm f28 Wide Angle MF Lens JAPAN R1036,352763138751,Exc+5 Nikon Ai NIKKOR 35mm f2.8 Wide Angle MF Lens from JAPAN R1036,https://www.ebay.com/itm/Exc-5-Nikon-Ai-NIKKOR-35mm-f2-8-Wide-Angle-MF-Lens-JAPAN-R1036-/352763138751,59.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai NIKKOR 35mm f/2.8,148.0,3
80,,OPT N MINT Nikon Ai Nikkor 35 mm F28 MF Wide Angle Lens JAPAN,323854800110,""" OPT N MINT "" Nikon Ai Nikkor 35mm F/2.8 MF Wide Angle Lens from JAPAN",https://www.ebay.com/itm/OPT-N-MINT-Nikon-Ai-Nikkor-35mm-F-2-8-MF-Wide-Angle-Lens-JAPAN-/323854800110,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 35mm F/2.8,148.0,3
92,,MINT BOX Nikon Ai Nikkor 35 mm F28 MF Wide Angle Lens Japan 391,202775009525,【MINT IN BOX】 Nikon Ai Nikkor 35mm F2.8 MF Wide Angle Lens From Japan #391,https://www.ebay.com/itm/MINT-BOX-Nikon-Ai-Nikkor-35mm-F2-8-MF-Wide-Angle-Lens-Japan-391-/202775009525,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 35mm F2.8,148.0,3
20,,MINT Nikon Ai NIKKOR 35 mm F28 Wide Angle MF Lens F Mount JAPAN,372730541611,[ MINT ] Nikon Ai NIKKOR 35mm F/2.8 Wide Angle MF Lens for F Mount From JAPAN,https://www.ebay.com/itm/MINT-Nikon-Ai-NIKKOR-35mm-F-2-8-Wide-Angle-MF-Lens-F-Mount-JAPAN-/372730541611,104.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai NIKKOR 35mm F/2.8,148.0,3
17,,Mint Nikon Ai Nikkor 35 mm f2 Manual MF Wide Angle Prime Lens Japan 468096,193015079788,Near Mint Nikon Ai Nikkor 35mm f/2 Manual MF Wide Angle Prime Lens Japan 468096,https://www.ebay.com/itm/Near-Mint-Nikon-Ai-Nikkor-35mm-f-2-Manual-MF-Wide-Angle-Prime-Lens-Japan-468096-/193015079788,179.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Nikkor 35mm f/2,148.0,3
76,,NEAR MINT Nikon Ai Nikkor 35 mm F28 MF Wide Angle Lens Japan,233290298525,【NEAR MINT】 Nikon Ai Nikkor 35mm F2.8 MF Wide Angle Lens From Japan,https://www.ebay.com/itm/NEAR-MINT-Nikon-Ai-Nikkor-35mm-F2-8-MF-Wide-Angle-Lens-Japan-/233290298525,99.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai Nikkor 35mm F2.8,148.0,3
